"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm","age_2","log_Ingresos","female"
4560000,1,1,35,1,48,6,1,0,898619.6875,3494.63208007812,898619.666666667,898619.666666667,0,0,1,98,5,2,60,1,5,1225,8.15898337876268,0
4560001,2,1,27,1,84,7,1,0,1496544.375,5819.89501953125,1496544.33333333,1496544.33333333,0,0,1,58,6,2,60,2,5,729,8.66903750268157,0
4560002,1,1,55,1,180,4,1,0,781242,3720.19995117188,781242,781242,0,1,0,97,3,2,49,4,5,3025,8.22153269613772,0
4560002,1,1,25,1,60,4,1,0,869453,3381.2060546875,869453,869453,0,0,1,98,3,2,60,1,5,625,8.12598774574508,0
4560002,1,1,23,1,12,4,1,0,869453,3381.2060546875,869453,869453,0,0,1,98,3,2,60,1,5,529,8.12598774574508,0
4560003,1,1,47,1,228,5,1,0,650000,3159.72216796875,650000,650000,1,1,0,98,4,2,48,4,1,2209,8.05823938118676,0
4560003,1,0,37,1,36,6,1,0,560000,2722.22216796875,560000,560000,1,0,0,97,5,2,48,1,2,1369,7.90920379926675,1
4560004,2,0,35,1,7,6,1,0,869453,4226.5078125,869453,869453,0,0,1,55,5,2,48,1,5,1225,8.34913135482344,1
4560005,3,0,23,1,5,7,1,0,1603416.625,7794.38623046875,1733416.66666667,1603416.66666667,0,0,1,16,6,2,48,1,5,529,8.96115903951673,1
4560006,1,0,26,1,2,7,1,0,1300000,7583.33349609375,1300000,1300000,0,0,1,13,6,2,40,1,4,676,8.9337081571739,1
4560007,1,0,37,1,5,6,1,0,750000,3645.83325195312,750000,750000,1,0,0,33,5,2,48,1,2,1369,8.20134021967633,1
4560008,1,0,23,4,1,5,1,0,40000,933.333312988281,40000,40000,1,1,0,54,4,2,10,4,1,529,6.83876238569692,1
4560009,2,0,46,1,2,4,1,0,869453,4226.5078125,869453,869453,0,0,1,55,3,2,48,1,5,2116,8.34913135482344,1
4560011,1,1,24,1,2,6,1,0,1163211,5654.498046875,1163211,1163211,0,0,1,53,5,2,48,1,5,576,8.64020662190059,0
4560011,1,1,49,6,120,6,1,0,1163211,5654.498046875,1163211,1163211,0,0,1,58,5,2,48,1,5,2401,8.64020662190059,0
4560013,2,1,22,1,13,6,1,0,1200000,2916.66674804688,1200000,1200000,1,0,0,51,5,2,96,1,2,484,7.97819671858534,0
4560013,2,0,25,1,12,6,1,0,9e+05,4375,9e+05,9e+05,1,0,0,53,5,2,48,1,2,625,8.38366179879172,1
4560013,2,1,22,1,2,6,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,0,0,53,5,2,48,1,2,484,7.79587517853245,0
4560014,1,1,50,1,72,3,1,0,4e+05,1555.55554199219,4e+05,4e+05,1,1,0,98,3,2,60,4,1,2500,7.34958802254187,0
4560014,1,0,47,1,18,6,1,0,1484262.75,7215.166015625,1484262.75,1484262.75,0,0,1,55,5,2,48,1,5,2209,8.88394048073189,1
4560015,1,1,27,1,12,5,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,4,2,48,1,5,729,8.41745054648622,0
4560015,1,0,28,1,13,5,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,4,2,48,1,4,784,8.41745054648622,1
4560016,4,1,48,1,24,7,1,0,1200000,5833.33349609375,1700000,1200000,0,0,1,21,6,2,48,1,5,2304,8.67134389914528,0
4560017,3,1,45,1,48,7,1,0,2083333.375,10127.3154296875,2083333.33333333,2083333.33333333,0,0,1,95,6,2,48,1,5,2025,9.22299155024402,0
4560017,3,0,39,1,148,7,1,0,2083333.375,10127.3154296875,2083333.33333333,2083333.33333333,0,0,1,39,6,2,48,1,5,1521,9.22299155024402,1
4560018,3,1,46,1,252,6,1,0,1271544.375,7064.13525390625,1971544.33333333,1971544.33333333,0,0,1,59,5,2,42,1,5,2116,8.86278588902947,0
4560019,2,1,26,1,48,7,1,0,1500000,4861.111328125,1500000,1500000,1,1,1,98,6,2,72,4,1,676,8.4890223590924,0
4560022,3,1,62,1,120,7,1,0,1018687.4375,4244.53076171875,1018687.41666667,1018687.41666667,0,0,1,3,6,2,56,1,4,3844,8.35338655358226,0
4561874,3,1,49,1,42,7,1,0,5554666.5,25921.77734375,5554666.66666667,5554666.66666667,0,0,1,12,6,2,50,2,5,2401,10.1628387184761,0
4561874,3,0,48,1,288,7,1,0,3108333.25,15109.953125,3108333.33333333,3108333.33333333,0,0,1,7,6,2,48,1,5,2304,9.62310895301181,1
4561874,3,1,19,1,1,6,1,0,781242,3797.7041015625,781242,781242,0,0,1,45,5,2,48,1,5,361,8.24215197932255,0
4562153,2,1,54,1,2,4,1,0,6e+05,3500,760000,760000,1,1,0,53,3,1,40,4,1,2916,8.1605182474775,0
4562155,2,1,32,1,4,5,1,0,8e+05,2333.33325195312,8e+05,8e+05,0,0,0,53,4,2,80,1,4,1024,7.75505310449211,0
4562155,2,0,28,2,1,5,1,0,105000,408.333343505859,105000,105000,1,0,0,54,4,2,60,3,1,784,6.01208385922302,1
4562156,2,1,32,1,72,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,1,0,1,58,5,2,48,1,2,1024,8.41745054648622,0
4562156,2,0,20,6,24,7,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,1,0,1,55,6,2,48,1,2,400,8.41745054648622,1
4562158,2,0,24,1,7,6,1,0,921666.6875,6720.486328125,921666.666666667,921666.666666667,1,0,0,54,5,2,20,3,1,576,8.81291580115529,1
4564442,3,1,25,1,24,7,1,0,987500,4800.34716796875,987500,987500,0,0,1,3,6,2,48,1,4,625,8.47644352094069,0
4564442,3,0,51,1,60,6,1,0,1038211,6056.23095703125,1038211,1038211,1,0,1,45,5,2,40,1,2,2601,8.70884293128429,1
4564442,3,1,23,1,3,7,1,0,1300000,6319.4443359375,1300000,1300000,0,0,1,3,6,2,48,1,5,529,8.7513865617467,0
4564444,2,1,44,1,72,4,1,0,1e+06,4166.66650390625,1e+06,1e+06,1,1,0,41,3,2,56,4,1,1936,8.33487159555978,0
4564444,2,0,43,4,60,5,1,0,5e+05,8333.3330078125,5e+05,5e+05,1,1,1,45,4,1,14,4,1,1849,9.02801877611973,1
4564444,2,1,56,1,8,1,1,0,6e+05,3333.33325195312,6e+05,6e+05,1,1,0,97,1,2,42,4,1,3136,8.11172805889401,0
4564445,2,0,26,3,1,7,1,0,279166.65625,3256.9443359375,329166.666666667,329166.666666667,0,0,0,53,6,1,20,1,3,676,8.08854471453685,1
4564448,2,0,57,4,12,6,1,0,320000,4666.66650390625,4e+05,4e+05,0,0,0,33,5,2,16,1,3,3249,8.44820028505205,1
4564448,2,1,49,1,60,6,1,0,988211,4803.8037109375,988211,988211,0,0,1,45,5,2,48,1,3,2401,8.47716332286,0
4564448,2,1,27,1,24,6,1,0,988211,4803.8037109375,988211,988211,0,0,1,33,5,2,48,1,5,729,8.47716332286,0
4564449,3,0,30,1,2,7,1,0,1443000,7482.22216796875,3043000,3043000,0,0,1,44,6,2,40,1,5,900,8.92028510812786,1
4564450,3,1,34,1,30,7,1,0,2750000,20052.083984375,3020000,3020000,0,1,1,13,6,1,30,4,5,1156,9.90608836670372,0
4564451,3,0,36,1,14,7,1,0,3358333.25,16325.2314453125,3400000.33333333,3358333.33333333,0,0,1,6,6,2,48,1,5,1296,9.70046713139865,1
4564452,3,0,38,1,36,7,1,0,1107687.375,8615.3466796875,2799354.41666667,2607687.41666667,1,0,1,21,6,2,30,1,2,1444,9.06130038955544,1
4564453,3,0,29,1,36,6,1,0,2390000,11153.3330078125,2480000,2480000,0,0,1,32,5,2,50,2,5,841,9.31949365668674,1
4564453,3,1,28,1,52,7,1,0,1866666.625,6599.32666015625,1958666.66666667,1958666.66666667,0,0,1,58,6,2,66,2,5,784,8.79472290162155,0
4564454,2,1,43,1,2,6,1,0,1e+06,2380.95239257812,1e+06,1e+06,1,0,0,45,5,2,98,1,2,1849,7.77525585156967,0
4564455,2,1,29,1,2,6,1,0,1198453,3585.11572265625,1198453,1198453,0,0,1,37,5,2,50,1,5,841,8.1845460321937,0
4564456,2,1,53,1,48,5,1,0,1042718.4375,5068.77001953125,1042718.41666667,1042718.41666667,0,0,1,85,4,2,48,1,3,2809,8.53085346745518,0
4564457,3,0,48,1,228,7,1,0,2491666.75,19379.630859375,2491666.66666667,2491666.66666667,0,0,1,13,6,2,30,2,5,2304,9.87197783775948,1
4564457,3,1,26,1,32,7,1,0,1383877.625,5979.71826171875,1383877.66666667,1383877.66666667,0,0,1,45,6,2,54,1,3,676,8.69612873240985,0
4564458,2,1,35,1,60,6,1,0,1250000,3941.44140625,1250000,1250000,0,0,1,58,5,2,72,1,3,1225,8.2793017745389,0
4564459,3,1,35,1,6,6,1,0,3500000,9722.22265625,3500000,3500000,1,1,1,51,5,2,84,4,2,1225,9.18216953965234,0
4564459,3,0,21,1,12,7,1,0,1462500,7109.375,1462500,1462500,0,0,1,32,6,2,48,1,3,441,8.86916961457342,1
4564460,2,1,30,1,30,6,1,0,1461476.375,7104.39892578125,1461476.41666667,1461476.41666667,0,0,1,45,5,2,48,1,5,900,8.86846943818845,0
4564460,2,0,33,1,144,6,1,0,1311083.375,6373.32177734375,1311083.33333333,1311083.33333333,0,0,1,33,5,2,48,1,5,1089,8.75987608475736,1
4564461,3,1,30,1,3,7,1,0,1371544.375,8421.763671875,1371544.33333333,1371544.33333333,0,0,1,13,6,2,38,1,5,900,9.03857454752016,0
4564461,3,0,26,1,1,7,1,0,1388211,6748.248046875,1388211,1388211,0,0,1,11,6,2,48,1,5,676,8.81703820156689,1
4564462,2,0,22,1,2,7,1,0,8e+05,2222.22216796875,1280000,1280000,1,0,0,54,6,2,84,3,1,484,7.70626295078585,1
4564464,2,0,27,1,2,7,1,0,2400000,14000,2400000,2400000,0,0,1,44,6,2,40,1,5,729,9.5468126085974,1
4564464,2,1,27,1,86,7,1,0,1070000,6241.66650390625,1070000,1070000,0,1,1,17,6,2,40,4,4,729,8.73900249364088,0
4564464,2,0,24,1,24,7,1,0,1025711,4986.09521484375,1025711,1025711,0,0,1,19,6,2,48,1,5,576,8.51440836033995,1
4564465,2,0,39,1,1,7,1,0,720000,3500,1032000,1032000,1,0,0,53,6,2,48,1,2,1521,8.1605182474775,1
4564465,2,1,39,1,2,6,1,0,1200000,4242.42431640625,1200000,1200000,0,1,0,79,5,2,66,4,4,1521,8.35289015756358,0
4564466,3,1,56,1,168,6,1,0,1500000,7291.66650390625,1500000,1500000,1,1,1,92,5,2,48,4,2,3136,8.89448740023628,0
4564466,3,0,29,6,84,7,1,0,2166666.75,11234.568359375,2166666.66666667,2166666.66666667,0,0,1,33,6,2,45,1,5,841,9.32675076460013,1
4564466,3,1,22,2,7,6,1,0,430000,4180.5556640625,430000,430000,1,0,0,39,5,1,24,1,2,484,8.33819945067011,0
4564467,3,1,62,1,240,5,1,0,7e+05,4537.037109375,1590000,1590000,1,1,1,44,4,1,36,4,1,3844,8.42002945890647,0
4564468,3,1,62,4,252,7,1,0,4361162.5,26779.068359375,6561162.58333333,4361162.58333333,0,0,1,13,6,1,30,2,5,3844,10.1953758299684,0
4564468,3,0,61,1,101,6,1,0,1116544.375,5427.646484375,1846544.33333333,1846544.33333333,0,0,1,39,5,2,48,1,5,3721,8.59926089067889,1
4564469,3,1,29,1,24,7,1,0,1e+06,4666.66650390625,1e+06,1e+06,1,0,0,11,6,2,50,1,2,841,8.44820028505205,0
4564469,3,0,29,1,24,7,1,0,2e+06,9333.3330078125,2e+06,2e+06,1,0,1,11,6,2,50,5,2,841,9.141347465612,1
4564470,3,1,32,1,42,7,1,0,1869333.25,12116.048828125,1869333.33333333,1869333.33333333,0,0,1,13,6,2,36,2,5,1024,9.40228620219224,0
4564471,2,1,28,1,24,6,1,0,959929.4375,5599.58837890625,959929.416666667,959929.416666667,0,0,1,97,5,2,40,1,5,784,8.63044837025497,0
4564471,2,0,32,6,5,6,1,0,884453,3685.22094726562,884453,884453,1,0,1,45,5,2,56,1,2,1024,8.2120857613784,1
4564472,1,0,66,6,48,4,1,0,240000,3500,240000,240000,1,1,0,55,3,2,16,4,1,4356,8.1605182474775,1
4564472,1,1,35,1,4,6,1,0,897453,4362.61865234375,897453,897453,0,0,1,95,5,1,48,1,4,1225,8.3808277643858,0
4564473,1,1,19,1,6,7,1,0,781242,4557.2451171875,781242,781242,0,0,1,33,6,2,40,1,5,361,8.42447357897409,0
4564473,1,1,36,1,36,6,1,0,1517811,7378.248046875,1817811,1817811,0,0,1,98,5,2,48,1,5,1296,8.90629149739021,0
4564473,1,0,35,1,9,7,1,0,1e+06,4861.111328125,1e+06,1e+06,0,0,1,58,6,2,48,1,5,1225,8.4890223590924,1
4564474,3,1,30,1,42,7,1,0,2166666.75,10532.408203125,2166666.66666667,2166666.66666667,0,0,1,2,6,2,48,1,4,900,9.26221227823247,0
4564474,3,0,28,1,4,7,1,0,2e+05,972.222229003906,2e+05,2e+05,1,1,0,41,6,1,48,4,2,784,6.87958440899089,1
4564475,3,1,52,1,180,6,1,0,1500000,14000,1500000,1500000,1,1,0,41,5,2,25,4,1,2704,9.5468126085974,0
4564475,3,0,18,6,24,6,1,0,1e+05,1166.66662597656,1e+05,1e+05,1,1,0,53,5,1,20,4,1,324,7.06190592393216,1
4564476,2,1,49,1,400,5,1,0,750000,2430.5556640625,750000,750000,1,1,1,93,4,2,72,4,1,2401,7.79587517853245,0
4564477,2,0,24,2,11,7,1,0,828211,5368.0341796875,828211,828211,0,0,1,37,6,2,36,1,5,576,8.58821704593518,1
4564477,2,1,33,1,36,3,1,0,1200000,3733.33325195312,1200000,1200000,0,0,0,97,3,2,75,1,4,1089,8.2250567468168,0
4564478,2,1,36,1,1,3,1,0,1200000,5600,1200000,1200000,0,0,1,95,3,2,50,1,4,1296,8.63052187672324,0
4564479,2,0,41,1,12,6,1,0,6e+05,2916.66674804688,6e+05,6e+05,0,0,0,53,5,2,48,1,3,1681,7.97819671858534,1
4564479,2,1,27,1,2,6,1,0,2e+05,1555.55554199219,2e+05,2e+05,1,1,0,57,5,1,30,4,1,729,7.34958802254187,0
4564479,2,0,48,1,8,4,1,0,6e+05,2916.66674804688,6e+05,6e+05,0,0,0,53,3,2,48,1,3,2304,7.97819671858534,1
4564479,2,1,19,1,1,5,1,0,450000,2187.5,450000,450000,0,0,0,53,4,2,48,1,3,361,7.69051461823177,0
4564479,2,1,20,1,6,5,1,0,650000,3159.72216796875,650000,650000,0,0,0,53,4,2,48,1,3,400,8.05823938118676,0
4564479,2,0,19,1,5,6,1,0,6e+05,2916.66674804688,6e+05,6e+05,0,0,0,53,5,2,48,1,3,361,7.97819671858534,1
4564479,2,1,20,1,2,6,1,0,550000,2673.61108398438,550000,550000,0,0,0,53,5,2,48,1,3,400,7.89118530354782,0
4564480,1,1,55,1,60,5,1,0,1083877.625,5268.849609375,1083877.66666667,1083877.66666667,0,0,1,58,4,1,48,1,3,3025,8.56956732726541,0
4564480,1,0,33,1,16,7,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,97,6,2,48,1,5,1089,8.41745054648622,1
4564481,3,0,43,1,132,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,59,5,2,48,1,5,1849,8.41745054648622,1
4564482,3,0,32,1,7,7,1,0,1550000,4520.83349609375,1550000,1550000,0,0,1,12,6,2,80,1,5,1024,8.41645165761701,1
4564483,1,0,24,1,2,7,1,0,988211,4270.04736328125,988211,988211,0,0,1,59,6,2,54,1,4,576,8.35938019826449,1
4564483,1,0,49,1,300,4,1,0,480000,2800,480000,480000,1,1,0,54,3,2,40,4,1,2401,7.9373746961633,1
4564484,3,1,64,1,148,6,1,0,2e+06,5833.33349609375,2e+06,2e+06,0,0,0,51,5,2,80,5,3,4096,8.67134389914528,0
4564484,3,1,28,1,120,7,1,0,1300000,5055.5556640625,1300000,1300000,0,0,0,21,6,2,60,1,3,784,8.52824304906573,0
4564484,3,0,22,1,4,7,1,0,2009416.625,9767.9970703125,2009416.66666667,2009416.66666667,0,0,1,21,6,2,48,1,5,484,9.18686671586344,1
4564486,1,1,46,1,48,6,1,0,3e+06,6250,3e+06,3e+06,1,0,0,45,5,2,112,5,2,2116,8.74033674273045,0
4564486,1,0,42,1,48,7,1,0,2e+05,666.666687011719,2e+05,2e+05,1,0,0,45,6,2,70,1,2,1764,6.50229020139155,1
4564487,2,0,24,1,2,7,1,0,840000,2333.33325195312,1148000,1148000,1,0,0,53,6,2,84,1,2,576,7.75505310449211,1
4564488,2,0,28,1,48,7,1,0,1500000,7291.66650390625,1500000,1500000,0,0,0,12,6,2,48,1,3,784,8.89448740023628,1
4564489,2,0,18,4,4,6,1,0,720000,3500,1080000,1080000,0,0,0,53,5,2,48,1,3,324,8.1605182474775,1
4564489,2,1,22,4,6,6,1,0,880000,5008.1298828125,1240000,1240000,1,0,0,77,5,2,41,1,2,484,8.51881784751002,0
4564490,1,1,30,1,0,5,1,0,1400000,6533.33349609375,1400000,1400000,0,1,0,97,4,2,50,4,4,900,8.78467258146281,0
4564490,1,0,29,1,4,6,1,0,1200000,4666.66650390625,1200000,1200000,0,1,0,79,5,2,60,4,4,841,8.44820028505205,1
4564490,1,0,27,1,39,6,1,0,1212333.375,5051.38916015625,1212333.33333333,1212333.33333333,0,0,1,97,5,2,56,1,5,729,8.52741856566056,1
4564492,3,0,42,1,60,7,1,0,4e+05,1166.66662597656,4e+05,4e+05,1,1,0,57,6,2,80,4,2,1764,7.06190592393216,1
4564494,2,1,44,1,36,3,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,41,3,2,48,4,2,1936,8.67134389914528,0
4564494,2,1,24,6,18,6,1,0,931119.6875,4526.2763671875,931119.666666667,931119.666666667,0,0,1,37,5,2,48,1,5,576,8.41765488645642,0
4564497,3,1,35,1,84,7,1,0,1904211,8886.318359375,1904211,1904211,0,0,1,33,6,2,48,1,3,1225,9.09226810992757,0
4564498,3,0,32,1,84,7,1,0,2600000,7777.77783203125,2800000,2800000,1,1,1,16,6,2,72,4,1,1024,8.95902595067072,1
4564498,3,1,36,4,120,7,1,0,3e+06,11666.6669921875,3700000,3700000,1,1,1,3,6,2,54,4,1,1296,9.36449107970523,0
4564500,2,0,25,6,8,7,1,0,7e+05,13611.111328125,7e+05,7e+05,0,0,0,39,6,1,12,1,5,625,9.51864174757458,1
4564500,2,0,48,1,144,4,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,55,3,2,48,1,4,2304,8.41745054648622,1
4564501,2,1,55,1,60,7,1,0,4229000,20557.638671875,7099000,7099000,0,0,1,13,6,2,48,1,5,3025,9.93098786238353,0
4564502,3,1,21,1,24,6,1,0,1630000,7923.611328125,1910000,1910000,0,0,1,51,5,2,48,1,5,441,8.97760235665647,0
4564504,2,0,39,1,120,5,1,0,891333.3125,4332.8701171875,1191333.33333333,1191333.33333333,0,0,1,53,4,2,48,1,5,1521,8.37398544602812,1
4564504,2,1,32,1,63,6,1,0,862333.3125,4191.89794921875,862333.333333333,862333.333333333,0,0,1,39,5,2,48,1,3,1024,8.34090888152964,0
4564505,3,1,25,1,72,5,1,0,1500000,10000,1500000,1500000,1,1,0,41,4,2,35,4,2,625,9.21034037197618,0
4564505,3,0,61,6,60,6,1,0,1e+05,1166.66662597656,1e+05,1e+05,1,1,1,79,5,2,20,4,1,3721,7.06190592393216,1
4564508,2,0,36,4,18,6,1,0,80000,666.666687011719,363333.333333333,363333.333333333,1,1,0,41,5,1,28,4,1,1296,6.50229020139155,1
4564509,3,1,30,1,4,7,1,0,1800000,10500,2150000,2150000,0,0,0,17,6,1,40,1,4,900,9.25913053614561,0
4564509,3,0,31,1,18,7,1,0,3141416.75,18324.931640625,3331416.66666667,3331416.66666667,0,0,1,32,6,1,40,1,5,961,9.81601779635908,1
4564511,2,0,24,1,1,5,1,0,869453,4508.27490234375,959453,869453,1,0,0,54,4,1,45,3,1,576,8.41366985429946,1
4564511,2,1,24,2,1,5,1,0,280000,2722.22216796875,405000,405000,0,0,0,97,4,1,24,1,5,576,7.90920379926675,0
4564512,2,1,49,1,216,4,1,0,1704877.625,5525.06640625,1704877.66666667,1704877.66666667,0,0,1,58,3,2,72,1,5,2401,8.61705054554449,0
4564512,2,0,29,1,12,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,77,5,2,48,1,5,841,8.41745054648622,1
4564513,3,1,50,1,12,6,1,0,7e+05,3402.77783203125,7e+05,7e+05,0,0,0,59,5,2,48,1,4,2500,8.13234738645469,0
4564513,3,0,22,1,12,7,1,0,7e+05,3402.77783203125,7e+05,7e+05,0,0,0,53,6,2,48,1,3,484,8.13234738645469,1
4564514,3,0,53,1,2,6,1,0,950711,4621.51171875,950711,950711,0,0,1,32,5,1,48,1,4,2809,8.43847714240431,1
4564516,2,0,64,1,48,5,1,0,680000,3173.33325195312,8e+05,680000,1,0,0,54,4,2,50,3,1,4096,8.06253781347228,1
4564516,2,1,31,1,26,5,1,0,930929.4375,3016.90087890625,930929.416666667,930929.416666667,0,0,1,39,4,2,72,1,4,961,8.01198538442851,0
4564517,3,0,34,1,4,6,1,0,962492,3302.66870117188,1082492,1082492,1,0,1,54,5,2,60,3,1,1156,8.10248611795989,1
4564518,3,0,27,1,60,7,1,0,1629600,9506,1629600,1629600,1,0,1,32,6,1,40,1,2,729,9.15967845717396,1
4564518,3,1,28,1,5,7,1,0,1200000,3888.88891601562,1200000,1200000,1,1,1,51,6,2,72,4,1,784,8.26587877011078,0
4564519,2,1,43,1,24,5,1,0,5e+05,1944.44445800781,5e+05,5e+05,1,1,0,45,4,2,60,4,1,1849,7.57273158955083,0
4564520,3,1,49,1,3,4,1,0,2e+05,648.148132324219,2e+05,2e+05,1,1,0,81,3,1,72,4,1,2401,6.47411926949321,0
4564522,3,1,48,1,96,7,1,0,1375833.375,5350.462890625,1375833.33333333,1375833.33333333,0,0,1,58,6,2,60,1,5,2304,8.58493835775942,0
4564522,3,0,33,1,12,7,1,0,1225711,5958.3173828125,1225711,1225711,0,0,1,38,6,2,48,1,4,1089,8.69254340188003,1
4564523,3,1,30,1,1,4,1,0,2e+06,8641.9755859375,2e+06,2e+06,1,1,0,81,3,1,54,4,1,900,9.06438649144016,0
4564523,3,0,29,4,0,6,1,0,160000,9333.3330078125,310000,310000,1,1,0,59,5,1,3,4,1,841,9.141347465612,1
4564524,2,1,31,1,36,5,1,0,1088044.375,5289.1044921875,1088044.33333333,1088044.33333333,0,0,1,59,4,2,48,1,4,961,8.57340422738198,0
4564524,2,0,29,1,48,7,1,0,810242,3938.67626953125,910242,910242,1,0,1,54,6,2,48,3,1,841,8.27859997364049,1
4564525,2,0,36,1,72,6,1,0,1031119.6875,5012.38720703125,1031119.66666667,1031119.66666667,0,0,1,53,5,2,48,1,5,1296,8.51966756902374,1
4564525,2,0,34,1,144,6,1,0,987119.6875,4798.49853515625,987119.666666667,987119.666666667,0,0,1,79,5,2,48,1,5,1156,8.47605834278646,1
4564526,3,1,60,1,36,4,1,0,8e+05,3333.33325195312,2350000,2350000,1,1,1,79,3,2,56,4,1,3600,8.11172805889401,0
4564527,3,1,31,1,2,7,1,0,1298211,6310.748046875,1298211,1298211,0,0,1,15,6,2,24,1,4,961,8.75000949793435,0
4564528,2,1,24,1,14,7,1,0,1070929.375,4462.20556640625,1070929.41666667,1070929.41666667,0,0,1,39,6,2,56,1,5,576,8.40339844439434,0
4564529,2,1,59,1,2,3,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,95,3,2,48,4,1,3481,8.67134389914528,0
4564529,2,0,48,1,3,6,1,0,938211,4560.748046875,938211,938211,0,0,1,55,5,2,48,1,5,2304,8.42524193442179,1
4564530,2,1,31,1,1,6,1,0,1261476.375,4088.11791992188,1261476.41666667,1261476.41666667,0,0,1,98,5,2,72,1,4,961,8.31583997684958,0
4564530,2,0,65,1,120,3,1,0,4e+05,1944.44445800781,4e+05,4e+05,0,1,0,79,3,2,48,4,3,4225,7.57273158955083,1
4564530,2,0,27,1,9,6,1,0,1073666.625,5964.814453125,1073666.66666667,1073666.66666667,0,0,1,44,5,2,42,1,5,729,8.69363322811779,1
4564531,3,1,60,1,192,4,1,0,1925000,9357.638671875,1925000,1925000,0,0,1,85,3,2,48,1,5,3600,9.14394825899819,0
4564531,3,0,35,1,120,7,1,0,1625000,7583.33349609375,1625000,1625000,0,0,1,21,6,2,50,1,5,1225,8.9337081571739,1
4564531,3,0,29,1,16,7,1,0,2308333.25,11221.064453125,2308333.33333333,2308333.33333333,0,0,1,11,6,2,48,1,3,841,9.32554804562172,1
4564532,2,1,29,1,1,6,1,0,869453,4226.5078125,1059453,869453,0,0,1,53,5,2,48,1,4,841,8.34913135482344,0
4564532,2,0,26,1,10,6,1,0,7e+05,3629.62963867188,930000,7e+05,1,0,0,54,5,2,45,3,1,676,8.19688589413961,1
4564532,2,1,26,1,1,6,1,0,869453,4226.5078125,869453,869453,0,0,1,39,5,2,48,1,5,676,8.34913135482344,0
4564533,2,0,33,1,7,6,1,0,919286.3125,3900.00244140625,1319286.33333333,1319286.33333333,0,0,1,55,5,2,55,1,5,1089,8.26873245811914,1
4564533,2,1,40,1,2,6,1,0,869453,4226.5078125,869453,869453,0,0,1,55,5,2,48,1,3,1600,8.34913135482344,0
4564533,2,1,28,1,24,6,1,0,869453,4226.5078125,869453,869453,0,0,1,81,5,2,48,1,4,784,8.34913135482344,0
4564534,2,0,43,1,240,5,1,0,833333.3125,4050.92578125,1733333.33333333,1733333.33333333,1,0,1,54,4,2,48,3,1,1849,8.3067007219413,1
4564534,2,1,19,1,36,7,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,39,6,2,48,1,5,361,8.3067007219413,0
4564534,2,1,19,1,36,7,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,30,6,2,48,1,5,361,8.3067007219413,0
4564535,2,1,28,1,6,6,1,0,1830000,7116.66650390625,1830000,1830000,0,0,1,95,5,2,60,1,5,784,8.87019470711834,0
4564536,2,1,64,1,12,3,1,0,2e+05,1166.66662597656,3e+05,3e+05,1,0,0,53,3,2,40,1,2,4096,7.06190592393216,0
4564537,2,1,43,1,156,6,1,0,250000,1215.27783203125,250000,250000,1,1,0,45,5,2,48,4,1,1849,7.10272799797251,0
4564537,2,0,55,4,60,6,1,0,30000,1400,146666.666666667,146666.666666667,1,1,0,45,5,1,5,4,1,3025,7.24422751560335,1
4564538,2,0,39,1,96,6,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,0,0,56,5,2,48,1,2,1521,7.79587517853245,1
4564539,2,1,26,1,12,6,1,0,1058000,5143.0556640625,1058000,1058000,0,0,0,99,5,2,48,1,4,676,8.54540266898341,0
4564540,2,1,30,2,0,6,1,0,1e+06,4861.111328125,1e+06,1e+06,0,0,1,83,5,2,48,1,5,900,8.4890223590924,0
4564541,2,1,36,1,120,5,1,0,925000,4796.29638671875,925000,925000,0,0,0,39,4,2,45,1,3,1296,8.47559931296996,0
4564542,2,1,25,1,2,6,1,0,954877.6875,4641.7666015625,954877.666666667,954877.666666667,0,0,1,95,5,2,48,1,5,625,8.44285030585521,0
4564542,2,0,28,1,24,7,1,0,869453,4226.5078125,1019453,1019453,1,0,1,54,6,2,48,3,1,784,8.34913135482344,1
4564545,2,1,45,6,240,5,1,0,1e+06,4666.66650390625,1e+06,1e+06,1,1,0,45,4,1,50,4,1,2025,8.44820028505205,0
4564546,3,1,59,1,60,7,1,0,781242,3255.17504882812,781242,781242,0,1,0,38,6,2,56,4,4,3481,8.08800133163848,0
