"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm","age_2","log_Ingresos","female"
4787835,2,1,28,1,12,7,1,0,781242,6076.32666015625,781242,781242,0,1,0,3,6,2,30,4,4,784,8.71215562463988,0
4787836,2,1,36,1,132,7,1,0,2135877.75,10382.7392578125,2350877.66666667,2350877.66666667,0,0,1,97,6,2,48,1,5,1296,9.24790001957481,0
4787836,2,0,29,1,1,6,1,0,375000,2187.5,375000,375000,0,0,1,39,5,2,40,1,4,841,7.69051461823177,1
4787839,3,1,37,1,144,6,1,0,1260333.375,6126.62060546875,1260333.33333333,1260333.33333333,0,0,1,84,5,1,48,1,5,1369,8.72039858906348,0
4787841,3,1,56,1,264,7,1,0,4e+06,23333.333984375,4e+06,4e+06,1,1,1,11,6,1,40,4,1,3136,10.0576382602652,0
4787841,3,0,49,4,120,7,1,0,3600000,14000,3600000,3600000,0,0,0,21,6,2,60,5,4,2401,9.5468126085974,1
4787841,3,0,24,1,12,7,1,0,2388211,13931.23046875,2388211,2388211,0,0,1,2,6,2,40,1,4,576,9.54188839515922,1
4787841,3,0,19,3,5,7,1,0,2e+05,1944.44445800781,2e+05,2e+05,1,1,0,17,6,1,24,4,1,361,7.57273158955083,1
4787842,3,1,42,1,40,7,1,0,921544.3125,4479.7294921875,921544.333333333,921544.333333333,0,0,1,30,6,2,48,1,5,1764,8.40731794237787,0
4787845,3,1,41,1,132,7,1,0,4041666.75,15717.5927734375,4216666.66666667,4216666.66666667,0,0,1,3,6,2,60,1,5,1681,9.66253592279666,0
4787846,3,1,71,1,72,3,1,0,6e+05,2000,720000,720000,1,1,0,45,3,2,70,4,2,5041,7.60090245954208,0
4787847,3,1,56,1,48,6,1,0,8e+05,6222.22216796875,8e+05,8e+05,1,1,0,98,5,2,30,4,1,3136,8.73588238366176,0
4787853,3,1,37,1,3,7,1,0,918211,4463.52587890625,918211,918211,0,0,1,3,6,2,48,1,3,1369,8.40369428849804,0
4787854,3,1,54,6,240,7,1,0,1e+06,4242.42431640625,2300000,2300000,1,1,1,2,6,1,40,4,1,2916,8.35289015756358,0
4787855,3,0,49,1,17,6,1,0,3250000,15798.611328125,3250000,3250000,0,0,1,44,5,2,48,1,5,2401,9.66767732452745,1
4787856,3,1,57,1,264,6,1,0,1285211,6247.5537109375,1445211,1445211,0,0,1,98,5,2,48,1,5,3249,8.73994525986103,0
4787856,3,0,39,1,120,7,1,0,6e+05,1666.66662597656,6e+05,6e+05,1,1,0,79,6,2,84,4,1,1521,7.41858087833406,1
4787857,3,1,33,1,72,6,1,0,880775.3125,4281.546875,880775.333333333,880775.333333333,0,0,1,53,5,1,48,1,4,1089,8.36206964267211,0
4787858,3,1,51,1,2,6,1,0,869453,4226.5078125,869453,869453,0,0,1,87,5,2,48,1,5,2601,8.34913135482344,0
4787858,3,0,44,1,36,7,1,0,1100000,5133.33349609375,1100000,1100000,0,0,1,13,6,2,50,1,3,1936,8.54351053144019,1
4787858,3,1,28,1,24,6,1,0,9e+05,3500,9e+05,9e+05,0,0,0,45,5,2,60,1,3,784,8.1605182474775,0
4787858,3,0,20,1,0,6,1,0,869453,4226.5078125,869453,869453,0,0,1,45,5,2,48,1,5,400,8.34913135482344,1
4787859,3,0,65,1,24,6,1,0,445000,4326.388671875,895000,895000,0,0,1,37,5,2,24,1,4,4225,8.37248844803307,1
4787860,3,0,54,1,33,5,1,0,510000,2479.16674804688,595000,595000,1,0,0,53,4,2,48,1,2,2916,7.81567779401141,1
4787860,3,0,52,1,240,6,1,0,902314.5,4386.2509765625,1392314.5,1392314.5,0,0,1,97,5,2,48,1,5,2704,8.38623014953918,1
4787860,3,1,25,1,30,6,1,0,934556.5,2831.98950195312,934556.5,934556.5,1,0,0,45,5,2,77,1,2,625,7.94873474786928,0
4787861,3,1,63,1,1,5,1,0,5e+05,2592.59252929688,628333.333333333,628333.333333333,1,0,0,79,4,2,45,1,2,3969,7.86041363061311,0
4787861,3,0,58,4,2,6,1,0,30000,1166.66662597656,1e+05,1e+05,1,0,0,79,5,1,6,1,2,3364,7.06190592393216,1
4787863,3,1,64,4,654,3,1,0,1e+05,2916.66674804688,881242,881242,1,1,1,98,3,2,8,4,1,4096,7.97819671858534,0
4787863,3,0,60,1,240,5,1,0,50000,555.555541992188,50000,50000,1,1,0,79,4,2,21,4,1,3600,6.31996858966596,1
4787863,3,1,30,1,24,7,1,0,1821544.375,7083.78369140625,1821544.33333333,1821544.33333333,0,0,1,85,6,2,60,1,5,900,8.86556346362657,0
4787863,3,0,33,1,48,7,1,0,1635877.625,7952.18310546875,1635877.66666667,1635877.66666667,0,0,1,7,6,2,48,1,5,1089,8.98120177441295,1
4787864,3,1,48,1,336,5,1,0,7e+05,1361.11108398438,7e+05,7e+05,1,1,0,97,4,2,120,4,1,2304,7.21605661870681,0
4787865,3,1,36,1,38,6,1,0,975742,4743.1904296875,975742,975742,0,0,1,97,5,2,48,1,3,1296,8.46446527470001,0
4787865,3,0,23,1,60,6,1,0,4e+05,2333.33325195312,6e+05,6e+05,1,0,0,53,5,2,40,1,2,529,7.75505310449211,1
4787866,1,0,42,1,204,1,1,0,966242,4697.009765625,1266242,1266242,1,0,1,54,1,2,48,3,1,1764,8.45468136514448,1
4787866,1,0,25,1,12,6,1,0,934453,5450.97607421875,1214453,1214453,0,0,0,13,5,2,40,1,5,625,8.60354996780841,1
4787868,1,1,46,1,84,6,1,0,1149833.375,3726.31176757812,1149833.33333333,1149833.33333333,0,0,1,58,5,2,72,1,5,2116,8.22317422119253,0
4787868,1,0,40,1,180,5,1,0,990242,4813.67626953125,990242,990242,1,0,1,54,4,2,48,3,2,1600,8.47921636837328,1
4787869,2,0,47,4,240,4,1,0,4e+05,5833.33349609375,4e+05,4e+05,1,1,0,54,3,2,16,4,1,2209,8.67134389914528,1
4787869,2,0,25,6,1,6,1,0,938211,4560.748046875,938211,938211,0,0,1,39,5,2,48,1,5,625,8.42524193442179,1
4787871,3,1,52,1,240,7,1,0,4e+05,1944.44445800781,4e+05,4e+05,1,1,0,87,6,2,48,4,1,2704,7.57273158955083,0
4787872,2,1,27,1,11,6,1,0,1588211,7720.47021484375,1588211,1588211,0,0,1,95,5,2,48,1,5,729,8.95163054982248,0
4787872,2,0,22,1,48,7,1,0,1298211,6310.748046875,1298211,1298211,0,0,1,33,6,2,48,1,5,484,8.75000949793435,1
4787874,3,1,51,1,48,5,1,0,2e+06,7777.77783203125,2e+06,2e+06,1,0,0,51,4,2,60,5,2,2601,8.95902595067072,0
4787874,3,0,49,1,353,6,1,0,1128211,5849.98291015625,1128211,1128211,0,0,1,39,5,2,45,1,5,2401,8.67419401888082,1
4787875,2,1,41,1,2,6,1,0,1388211,6748.248046875,1388211,1388211,0,0,1,93,5,2,48,1,5,1681,8.81703820156689,0
4787877,2,1,58,1,18,3,1,0,934578,4543.08740234375,934578,934578,0,0,1,70,3,2,48,1,5,3364,8.42136210447897,0
4787878,1,1,40,1,300,5,1,0,5e+05,1388.88891601562,5e+05,5e+05,1,1,0,41,4,2,84,4,2,1600,7.23625936548542,0
4787878,1,0,38,1,216,6,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,1,0,41,5,2,48,4,2,1444,7.79587517853245,1
4787878,1,1,21,1,60,6,1,0,5e+05,1388.88891601562,5e+05,5e+05,1,1,0,45,5,2,84,4,2,441,7.23625936548542,0
4787880,2,1,54,6,3,3,1,0,6e+05,8750,6e+05,6e+05,1,0,1,95,3,2,16,1,2,2916,9.07680897935166,0
4787880,2,0,43,1,120,4,1,0,638211,3545.61669921875,638211,638211,1,0,0,79,3,2,42,1,2,1849,8.17346738694465,1
4787882,2,0,47,1,42,6,1,0,966453,4698.03564453125,966453,966453,0,0,1,33,5,2,48,1,5,2209,8.45489975236148,1
4787883,2,1,48,1,48,6,1,0,1882877.625,9152.876953125,1972877.66666667,1972877.66666667,0,0,1,90,5,2,48,1,5,2304,9.12182352995617,0
4787883,2,0,48,1,48,6,1,0,934453,4542.47998046875,934453,934453,0,0,1,55,5,2,48,1,5,2304,8.42122839309908,1
4787884,2,0,46,1,4,7,1,0,2e+05,1333.33337402344,2e+05,2e+05,1,0,0,59,6,2,35,3,1,2116,7.1954373819515,1
4787884,2,1,53,1,6,5,1,0,1363211,6626.72021484375,1663211,1663211,0,0,1,84,4,2,48,1,5,2809,8.79886527222063,0
4787886,2,0,26,1,17,6,1,0,1647877.625,6866.15673828125,1647877.66666667,1647877.66666667,0,0,1,59,5,2,56,1,5,676,8.8343598019367,1
4787888,2,0,55,4,24,4,1,0,550000,12833.3330078125,550000,550000,1,0,0,54,3,1,10,3,1,3025,9.45980120624251,1
4787891,3,1,43,1,262,7,1,0,2483333.25,8047.83935546875,2543333.33333333,2543333.33333333,0,0,1,58,6,2,72,2,5,1849,8.99315893133871,0
4787892,3,1,40,1,48,6,1,0,2705000,13149.3056640625,2705000,2705000,0,0,1,45,5,1,48,1,4,1600,9.4841242349999,0
4787892,3,0,38,1,72,6,1,0,3005000,14607.638671875,3005000,3005000,0,0,1,45,5,2,48,1,4,1444,9.58929986758052,1
4787894,5,1,26,1,4,7,1,0,2500000,14583.3330078125,2500000,2500000,0,0,1,11,6,2,40,1,5,676,9.58763458079622,0
4787894,5,0,23,1,10,7,1,0,2125000,12395.8330078125,2125000,2125000,0,0,1,2,6,2,40,1,3,529,9.42511564735937,1
4787895,3,0,43,1,24,6,1,0,250000,1215.27783203125,370000,370000,1,0,0,59,5,2,48,3,1,1849,7.10272799797251,1
4787895,3,1,38,2,24,7,1,0,7e+05,5632.18408203125,850000,850000,1,1,0,19,6,1,25,4,1,1444,8.63625258232349,0
4787897,5,0,29,6,36,7,1,0,5e+06,23333.333984375,5e+06,5e+06,1,0,0,21,6,2,50,5,2,841,10.0576382602652,1
4787898,2,1,33,1,9,7,1,0,1088211,4231.931640625,1088211,1088211,0,0,1,45,6,2,60,1,5,1089,8.35041382043627,0
4787898,2,0,33,1,144,7,1,0,951119.6875,4035.05322265625,951119.666666667,951119.666666667,0,0,1,13,6,2,55,1,3,1089,8.30277477086644,1
4787900,3,0,61,1,180,6,1,0,9e+05,10500,1587492,1587492,1,1,1,54,5,2,20,4,1,3721,9.25913053614561,1
4787900,3,1,25,1,36,7,1,0,5e+06,58333.33203125,5e+06,5e+06,0,1,1,15,6,2,20,4,5,625,10.9739289419161,0
4787901,3,1,44,1,228,7,1,0,3865000,18788.1953125,3865000,3865000,0,0,1,3,6,2,48,2,5,1936,9.84098404269111,0
4787901,3,0,41,1,11,7,1,0,1408000,8213.3330078125,1408000,1408000,0,0,1,39,6,2,40,2,5,1681,9.01351408934613,1
4787903,5,1,54,1,96,7,1,0,2166666.75,12638.8896484375,3266666.66666667,2166666.66666667,0,0,1,3,6,2,40,1,5,2916,9.44453381957313,0
4787905,3,0,25,1,5,7,1,0,1102786.25,4288.61328125,1102786.33333333,1102786.33333333,0,0,1,16,6,2,48,1,5,625,8.36371871520344,1
4787906,3,0,35,1,24,7,1,0,2e+06,9333.3330078125,2e+06,2e+06,1,1,1,11,6,2,50,4,1,1225,9.141347465612,1
4787906,3,1,33,1,72,7,1,0,1565103.5,7608.14208984375,1565103.5,1565103.5,0,0,1,11,6,2,48,1,5,1089,8.93697428042356,0
4787908,2,1,43,1,74,5,1,0,1751333.375,7858.54736328125,2131333.33333333,2131333.33333333,0,0,1,98,4,2,52,1,5,1849,8.96935705451117,0
4787908,2,0,40,1,2,6,1,0,1600000,8296.2958984375,1641666.66666667,1641666.66666667,0,1,1,39,5,2,45,4,5,1600,9.02356441687665,1
4787909,3,0,40,1,144,6,1,0,350000,3402.77783203125,350000,350000,1,1,0,54,5,2,24,4,1,1600,8.13234738645469,1
4787910,3,0,54,1,130,4,1,0,869453,5071.80908203125,1077453,1077453,1,0,0,54,3,2,40,3,1,2916,8.53145285385325,1
4787910,3,0,47,1,84,7,1,0,3008333.25,14038.888671875,3120333.33333333,3120333.33333333,0,0,1,33,6,1,50,1,5,2209,9.54958652002207,1
4787910,3,1,27,1,0,7,1,0,840000,4083.33325195312,840000,840000,1,0,0,53,6,2,48,1,2,729,8.31466890737492,0
4787911,5,0,73,1,216,3,1,0,541666.6875,1805.5556640625,1101666.66666667,541666.666666667,1,0,1,54,3,2,70,3,1,5329,7.49862367051782,1
4787912,5,0,34,1,5,7,1,0,6416666.5,37430.5546875,6416666.66666667,6416666.66666667,0,0,1,15,6,2,40,1,5,1156,10.5302426201181,1
4787913,3,0,46,1,48,7,1,0,3033333.25,17694.443359375,3033333.33333333,3033333.33333333,0,0,1,30,6,2,40,1,5,2116,9.78100593477558,1
4787913,3,0,40,1,48,7,1,0,1500000,5147.05859375,1850000,1850000,1,1,0,21,6,2,48,4,2,1600,8.54618068364663,1
4787913,3,0,19,3,2,7,1,0,8e+05,23333.333984375,8e+05,8e+05,1,0,0,39,6,1,8,1,2,361,10.0576382602652,1
4787917,3,1,43,1,48,7,1,0,5200000,17333.333984375,5200000,5200000,0,0,1,21,6,2,70,5,3,1849,9.76038674645555,0
4787918,3,0,36,1,144,7,1,0,2445333.25,11887.037109375,2445333.33333333,2445333.33333333,0,0,1,55,6,2,48,1,5,1296,9.38320376682104,1
4787921,3,1,52,1,60,5,1,0,1e+06,4861.111328125,1e+06,1e+06,1,1,1,44,4,2,48,4,1,2704,8.4890223590924,0
4787922,1,0,59,1,468,4,1,0,8e+05,2592.59252929688,8e+05,8e+05,1,1,0,79,3,2,72,4,1,3481,7.86041363061311,1
4787922,1,1,42,1,24,6,1,0,1240286.375,4823.3359375,1240286.33333333,1240286.33333333,1,0,1,58,5,2,60,1,2,1764,8.48122107086743,0
4787923,1,1,35,1,48,5,1,0,934453,4542.47998046875,934453,934453,0,0,1,99,4,2,48,1,5,1225,8.42122839309908,0
4787923,1,1,54,1,24,3,1,0,934453,3028.31982421875,954453,954453,0,0,1,21,3,2,72,1,5,2916,8.01576323124481,0
4787924,3,0,27,1,96,7,1,0,1183333.375,5752.31494140625,1283333.33333333,1283333.33333333,0,0,1,39,6,2,48,1,5,729,8.6573576512758,1
4787928,3,1,41,1,240,6,1,0,4e+05,1944.44445800781,4e+05,4e+05,1,1,0,93,5,2,48,4,1,1681,7.57273158955083,0
4787934,1,1,51,1,1,5,1,0,7e+05,3888.88891601562,7e+05,7e+05,1,1,0,95,4,2,42,4,1,2601,8.26587877011078,0
4787938,3,0,24,1,41,7,1,0,3166666.75,17592.59375,3246666.66666667,3246666.66666667,0,0,1,3,6,2,42,1,5,576,9.77523328280192,1
4787938,3,0,25,1,2,7,1,0,1719211,8357.275390625,1719211,1719211,0,0,1,38,6,2,48,1,5,625,9.03088774274615,1
4787952,3,1,26,1,36,6,1,0,1015786.3125,4740.3359375,1015786.33333333,1015786.33333333,0,0,1,97,5,2,50,1,5,676,8.46386328506805,0
4787952,3,0,32,1,4,7,1,0,999119.6875,4856.83203125,999119.666666667,999119.666666667,0,0,1,38,6,2,48,1,5,1024,8.48814165892913,1
4787953,2,1,26,1,36,6,1,0,916666.625,4456.0185546875,916666.666666667,916666.666666667,0,0,1,37,5,2,48,1,5,676,8.40201094557679,0
4791598,2,1,24,1,24,5,1,0,540000,2250,540000,540000,1,1,0,95,4,2,56,4,2,576,7.71868549519847,0
4791598,2,0,19,1,2,7,1,0,1500000,7291.66650390625,1500000,1500000,0,1,1,59,6,2,48,4,5,361,8.89448740023628,1
4791599,2,1,22,1,5,7,1,0,781242,3797.7041015625,781242,781242,0,1,0,3,6,1,48,4,5,484,8.24215197932255,0
4791600,2,1,22,1,12,6,1,0,1e+06,5833.33349609375,1e+06,1e+06,1,1,0,98,5,1,40,4,1,484,8.67134389914528,0
4791600,2,0,23,1,36,5,1,0,962743,2917.40307617188,1252743,1252743,0,0,1,53,4,2,77,1,4,529,7.97844914207395,1
4791600,2,0,22,1,2,6,1,0,1004000,3549.49487304688,1444000,1444000,0,0,0,53,5,2,66,1,4,484,8.17456058306281,1
4791601,2,1,43,1,240,6,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,79,5,2,48,4,1,1849,8.67134389914528,0
4791601,2,1,22,1,24,7,1,0,5e+05,2777.77783203125,5e+05,5e+05,1,1,0,45,6,2,42,4,1,484,7.92940654604537,0
4791602,2,0,56,4,6,3,1,0,564166.6875,5484.9541015625,744166.666666667,744166.666666667,1,0,0,54,3,1,24,3,1,3136,8.60976400468207,1
4791602,2,1,27,1,3,6,1,0,550000,2673.61108398438,550000,550000,0,0,1,95,5,2,48,1,3,729,7.89118530354782,0
4791603,2,0,46,6,24,6,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,41,5,2,48,4,1,2116,8.67134389914528,1
4791603,2,0,19,1,9,7,1,0,1466250,7127.60400390625,1918854.16666667,1918854.16666667,0,0,1,33,6,2,48,1,5,361,8.87173041259987,1
4791604,4,1,64,6,72,7,1,0,9e+05,4375,2850000,1900000,1,1,1,12,6,2,48,4,2,4096,8.38366179879172,0
4791604,4,0,34,1,36,7,1,0,5624666.5,29827.77734375,5854666.66666667,5854666.66666667,0,0,1,5,6,2,40,1,3,1156,10.3031953639634,1
4791604,4,0,32,1,8,7,1,0,5455000,53034.72265625,5455000,5455000,0,0,1,12,6,2,24,1,3,1024,10.8787021224784,1
4791605,2,1,45,1,60,6,1,0,1419211,4245.5029296875,1419211,1419211,0,0,1,98,5,2,78,1,5,2025,8.35361556750808,0
4791605,2,0,46,1,6,6,1,0,963743,4684.86181640625,963743,963743,0,0,1,55,5,2,48,1,5,2116,8.45209169934026,1
4791606,3,0,43,1,84,6,1,0,781242,2531.802734375,781242,781242,1,0,0,49,5,2,72,1,1,1849,7.83668687121439,1
4791607,1,1,58,1,396,4,1,0,1442377.625,4674.3720703125,1442377.66666667,1442377.66666667,1,0,1,58,3,2,72,1,2,3364,8.44985011619082,0
4791607,1,0,55,1,144,5,1,0,8e+05,5185.18505859375,8e+05,8e+05,1,1,0,55,4,2,36,4,1,3025,8.55356081117305,1
4791607,1,1,22,1,36,6,1,0,1584877.625,6848.23681640625,2626544.33333333,2626544.33333333,0,0,1,53,5,2,54,1,4,484,8.83174649905867,0
4791607,1,1,27,1,3,6,1,0,1133619.625,5290.22509765625,1133619.66666667,1133619.66666667,0,0,1,83,5,2,50,1,5,729,8.57361607548888,0
4791608,2,1,35,1,180,7,1,0,2925000,12187.5,2925000,2925000,0,0,1,58,6,2,56,2,5,1225,9.4081661153061,0
4791609,1,1,36,6,108,5,1,0,1300000,8425.92578125,1300000,1300000,1,1,0,59,4,1,36,4,1,1296,9.03906863419848,0
4791610,2,1,34,1,8,6,1,0,821544.3125,3993.6181640625,821544.333333333,821544.333333333,0,0,1,90,5,2,48,1,5,1156,8.2924529070176,0
4791610,2,0,42,1,24,6,1,0,788211,3831.58129882812,788211,788211,0,0,1,38,5,2,48,1,5,1764,8.25103286872329,1
4791610,2,1,20,1,3,7,1,0,6e+05,3888.88891601562,6e+05,6e+05,1,1,0,13,6,2,36,4,1,400,8.26587877011078,0
4791611,1,1,56,1,48,5,1,0,1700000,6611.111328125,1700000,1700000,1,0,0,21,4,2,60,5,2,3136,8.79650704702313,0
4791611,1,1,28,1,46,7,1,0,1604877.625,7801.48828125,1744877.66666667,1744877.66666667,0,0,1,2,6,2,48,1,5,784,8.96206979976513,0
4791611,1,1,26,1,3,7,1,0,1150211,6709.56396484375,1150211,1150211,0,0,1,3,6,2,40,1,3,676,8.81128924496956,0
4791612,1,0,52,6,60,3,1,0,932743,5441.0009765625,1072743,1072743,1,0,1,54,3,2,40,3,1,2704,8.60171832596808,1
4791612,1,0,21,1,7,7,1,0,1183301,5752.15771484375,1183301,1183301,0,0,1,39,6,2,48,1,4,441,8.65733031815637,1
4791612,1,1,21,1,7,6,1,0,9e+05,2916.66674804688,9e+05,9e+05,0,1,0,80,5,2,72,4,4,441,7.97819671858534,0
4791615,1,1,41,1,2,6,1,0,125000,972.222229003906,125000,125000,1,1,0,51,5,1,30,4,2,1681,6.87958440899089,0
4791615,1,0,45,4,2,4,1,0,125000,972.222229003906,125000,125000,1,1,0,51,3,1,30,4,2,2025,6.87958440899089,1
4791615,1,1,19,1,1,5,1,0,240000,3500,240000,240000,1,1,0,97,4,1,16,4,1,361,8.1605182474775,0
4791616,2,1,41,1,10,7,1,0,5e+05,1458.33337402344,5e+05,5e+05,1,1,0,41,6,2,80,4,1,1681,7.28504953802539,0
4791616,2,1,18,1,3,7,1,0,5e+05,1296.29626464844,710000,710000,1,1,0,41,6,2,70,4,1,324,7.16726645005316,0
4791617,1,1,32,1,12,6,1,0,1200000,5600,1200000,1200000,1,1,0,98,5,2,50,4,1,1024,8.63052187672324,0
4791618,1,0,41,1,24,7,1,0,8e+05,2592.59252929688,8e+05,8e+05,1,1,0,57,6,2,72,4,2,1681,7.86041363061311,1
4791618,1,0,21,1,24,7,1,0,6e+05,4375,1200000,1200000,1,1,0,57,6,2,32,4,2,441,8.38366179879172,1
4791619,2,0,61,1,60,5,1,0,150000,625,350000,350000,1,1,0,54,4,2,35,4,1,3721,6.4377516497364,1
4791620,2,1,55,1,24,6,1,0,1213211,5897.5537109375,1213211,1213211,0,0,1,58,5,2,48,1,4,3025,8.68229291864816,0
4791620,2,0,46,1,300,6,1,0,1604877.625,7801.48828125,1604877.66666667,1604877.66666667,1,0,1,50,5,2,48,1,2,2116,8.96206979976513,1
4791621,2,1,28,1,9,6,1,0,850000,3305.5556640625,850000,850000,0,0,0,45,5,2,60,1,5,784,8.10335986646319,0
4791622,3,1,32,1,84,7,1,0,2600000,15166.6669921875,2600000,2600000,0,0,1,3,6,2,40,1,5,1024,9.62685533773384,0
4791623,3,0,30,1,0,7,1,0,110000,534.722229003906,110000,110000,0,0,1,6,6,2,48,1,5,900,6.28174741394245,1
4791623,3,1,26,1,60,7,1,0,2200000,10694.4443359375,2200000,2200000,0,1,1,3,6,2,48,4,5,676,9.27747966466771,0
4791625,1,1,48,1,8,6,1,0,894877.6875,4350.10009765625,894877.666666667,894877.666666667,1,0,0,84,5,2,48,1,2,2304,8.37795413477344,0
4791625,1,0,47,6,144,6,1,0,960743,4670.2783203125,1008743,1008743,1,0,1,56,5,2,48,1,1,2209,8.44897394638441,1
4791625,1,1,23,1,3,7,1,0,1737500,10135.4169921875,1737500,1737500,1,0,1,3,6,2,40,1,2,529,9.22379120181747,0
4791625,1,1,21,1,1,7,1,0,1123210.875,5460.052734375,1173211,1173211,0,0,1,3,6,2,48,1,5,441,8.60521372700275,0
4791626,3,0,36,1,10,7,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,0,0,54,6,2,48,1,2,1296,7.79587517853245,1
4791627,1,1,36,1,18,7,1,0,6116666.5,16990.740234375,6516666.66666667,6516666.66666667,0,0,1,3,6,2,84,1,5,1296,9.74042378254414,0
4791628,1,1,52,1,6,4,1,0,844532,4105.36376953125,844532,844532,1,0,0,45,3,1,48,1,2,2704,8.32004963416771,0
4791628,1,1,20,1,12,7,1,0,880000,2116.83837890625,1080000,1080000,1,0,0,45,6,2,94,1,2,400,7.65767892382098,0
4791628,1,0,20,1,7,7,1,0,938786.3125,4563.54443359375,938786.333333333,938786.333333333,0,0,0,45,6,1,48,1,3,400,8.42585488864531,1
4791629,2,1,33,1,12,7,1,0,1100000,10694.4443359375,1100000,1100000,0,0,1,13,6,2,24,2,5,1089,9.27747966466771,0
4791629,2,0,24,1,6,7,1,0,8e+05,2592.59252929688,8e+05,8e+05,0,0,1,59,6,2,72,1,4,576,7.86041363061311,1
4791630,2,1,49,1,300,6,1,0,1547377.625,6017.57958984375,1547377.66666667,1547377.66666667,0,0,1,84,5,2,60,1,4,2401,8.70244039596673,0
4791631,2,1,29,1,24,6,1,0,932743,3627.333984375,932743,932743,1,0,1,45,5,2,60,1,2,841,8.19625321785992,0
4791631,2,0,27,1,36,7,1,0,972743,4728.61181640625,972743,972743,0,0,1,5,6,2,48,1,5,729,8.46138695350731,1
4791634,1,0,20,1,48,5,1,0,8e+05,3456.7900390625,8e+05,8e+05,1,1,0,57,4,2,54,4,2,400,8.14809570306489,1
4791634,1,1,22,1,6,6,1,0,884869.6875,3441.15991210938,884869.666666667,884869.666666667,0,0,1,95,5,2,60,1,3,484,8.14356387728651,0
4791636,1,0,27,1,10,7,1,0,1002743,3899.55615234375,1002743,1002743,0,0,1,45,6,2,60,1,3,729,8.26861801854987,1
4791636,1,1,25,1,12,6,1,0,1100000,3055.5556640625,1100000,1100000,1,0,0,45,5,2,84,1,2,625,8.02471674182981,0
4791638,1,1,48,1,3,3,1,0,2e+06,7070.70703125,2e+06,2e+06,1,1,0,95,3,2,66,4,1,2304,8.86371575831059,0
4791638,1,0,33,1,0,6,1,0,8e+05,2222.22216796875,8e+05,8e+05,1,0,0,45,5,2,84,1,2,1089,7.70626295078585,1
4791639,1,1,51,1,180,4,1,0,932743,3627.333984375,932743,932743,0,0,1,89,3,2,60,1,5,2601,8.19625321785992,0
4791639,1,0,58,1,360,3,1,0,932743,4836.4453125,1620235,1620235,1,0,1,55,3,2,45,1,2,3364,8.4839352903117,1
4791643,3,0,42,1,2,6,1,0,840000,2333.33325195312,840000,840000,0,0,0,79,5,2,84,1,4,1764,7.75505310449211,1
4793509,4,1,47,1,180,7,1,0,5e+06,25925.92578125,5e+06,5e+06,0,0,1,2,6,2,45,1,5,2209,10.1629987424409,0
4793509,4,0,44,1,30,7,1,0,5829167,30225.310546875,5829166.66666667,5829166.66666667,0,0,1,12,6,2,45,2,5,1936,10.3164349499339,1
4793510,3,0,46,1,7,7,1,0,1118544.375,5437.36865234375,1418544.33333333,1418544.33333333,0,0,1,55,6,2,48,1,5,2116,8.60105051921438,1
4793510,3,1,47,1,1,6,1,0,869453,4226.5078125,869453,869453,0,0,1,44,5,2,48,1,4,2209,8.34913135482344,0
4793511,3,1,41,1,36,7,1,0,3875000,22604.166015625,3875000,3875000,0,0,1,8,6,2,40,1,5,1681,10.025889505247,0
4793512,3,0,30,1,84,6,1,0,1063211,3445.59130859375,1263211,1263211,1,0,1,53,5,2,72,1,2,900,8.14485081127147,1
4793512,3,0,35,1,12,6,1,0,1388211,7198.13134765625,1388211,1388211,1,0,1,53,5,2,45,1,2,1225,8.88157673627135,1
4793513,3,1,54,1,408,6,1,0,1625000,7899.3056640625,2055000,2055000,0,0,1,3,5,2,48,1,5,2916,8.97453014396751,0
4793514,4,1,66,1,240,7,1,0,3e+05,1750,3e+05,3e+05,1,1,0,37,6,2,40,4,1,4356,7.46737106691756,0
4793516,3,1,61,1,240,7,1,0,1500000,4861.111328125,2700000,2700000,1,0,1,3,6,2,72,5,2,3721,8.4890223590924,0
4793517,3,1,51,1,96,6,1,0,3700000,14388.888671875,3700000,3700000,0,0,1,98,5,2,60,1,5,2601,9.57421156770346,0
4793517,3,0,34,1,36,6,1,0,350000,1134.25927734375,350000,350000,1,1,1,41,5,2,72,4,1,1156,7.03373509778658,1
4793518,4,1,46,1,4,7,1,0,1200000,5833.33349609375,1275000,1275000,1,1,0,15,6,2,48,4,1,2116,8.67134389914528,0
4793521,5,0,30,1,11,7,1,0,2500000,14583.3330078125,2500000,2500000,0,1,1,39,6,1,40,4,5,900,9.58763458079622,1
4793522,4,0,38,1,120,7,1,0,1076333.375,5232.17626953125,1326333.33333333,1326333.33333333,1,0,1,11,6,1,48,1,2,1444,8.56258258322916,1
4793522,4,1,58,1,432,7,1,0,3e+06,11666.6669921875,3e+06,3e+06,1,0,1,11,6,1,60,5,2,3364,9.36449107970523,0
4793524,4,1,46,1,216,7,1,0,1500000,5833.33349609375,1500000,1500000,1,1,1,3,6,2,60,4,1,2116,8.67134389914528,0
