"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm"
4636621,2,1,46,1,3,6,1,0,950000,4618.0556640625,950000,950000,0,0,1,98,5,2,48,1,5
4636623,2,1,63,1,240,4,1,0,5e+05,1944.44445800781,5e+05,5e+05,1,1,0,93,3,2,60,4,1
4636624,2,1,39,1,144,6,1,0,1371544.375,6667.2294921875,1371544.33333333,1371544.33333333,0,0,1,45,5,2,48,1,5
4636626,2,0,26,1,15,7,1,0,1492377.625,7254.61328125,1492377.66666667,1492377.66666667,0,0,1,39,6,2,48,1,5
4636626,2,1,32,1,18,7,1,0,4500000,21875,4500000,4500000,0,0,1,2,6,2,48,1,4
4636627,3,0,45,1,24,6,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,45,5,2,48,1,4
4636628,4,0,59,1,312,7,1,0,80000,388.888885498047,1200000,0,0,1,1,32,6,2,48,4,5
4636628,4,1,21,1,24,7,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,39,6,2,48,1,5
4636628,4,1,64,1,360,7,1,0,8e+05,3888.88891601562,4100000,4100000,0,1,1,21,6,2,48,4,5
4636629,4,1,20,1,4,7,1,0,888211,4317.6923828125,888211,888211,1,0,1,39,6,2,48,1,2
4636629,4,0,41,1,12,7,1,0,2e+06,11666.6669921875,2e+06,2e+06,0,1,0,44,6,2,40,4,5
4636630,4,1,47,1,24,7,1,0,2e+06,11666.6669921875,2e+06,2e+06,1,1,0,59,6,2,40,4,1
4636630,4,0,52,1,28,7,1,0,1500000,6034.48291015625,1500000,1500000,0,0,1,45,6,2,58,1,5
4636630,4,1,45,1,24,7,1,0,1500000,8750,1500000,1500000,1,1,0,39,6,2,40,4,1
4636631,2,1,32,1,24,4,1,0,1700000,8263.888671875,1700000,1700000,1,1,0,45,3,2,48,4,1
4636632,2,0,19,3,8,7,1,0,881953,4287.271484375,881953,881953,0,0,1,38,6,2,48,1,5
4636632,2,1,41,1,1,6,1,0,780000,1410.85266113281,780000,780000,1,1,1,98,5,2,129,4,1
4636632,2,0,38,4,36,6,1,0,3e+05,1750,3e+05,3e+05,1,1,0,45,5,1,40,4,1
4636632,2,0,67,1,60,6,1,0,1142718.375,6665.857421875,1542718.41666667,1542718.41666667,0,0,1,54,5,2,40,1,4
4636633,2,0,19,1,1,6,1,0,2e+05,1166.66662597656,440000,440000,1,1,0,54,5,1,28,4,1
4636633,2,1,27,1,5,4,1,0,1200000,3888.88891601562,1440000,1440000,0,0,0,77,3,2,72,1,3
4636635,4,1,44,1,120,7,1,0,7266666.5,35324.07421875,8466666.66666667,8466666.66666667,0,0,1,13,6,2,48,2,5
4636639,4,1,36,1,72,7,1,0,1800000,10500,3e+06,3e+06,1,0,1,21,6,2,40,5,2
4636641,2,1,41,1,15,6,1,0,1201544.375,5840.8408203125,1714877.33333333,1681544.33333333,0,0,1,58,5,2,48,1,5
4636642,2,1,37,1,5,6,1,0,1181000,3280.5556640625,1212000,1212000,0,0,1,58,5,2,84,1,3
4636642,2,0,38,1,72,6,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,0,53,5,2,48,1,2
4636646,2,0,58,1,48,5,1,0,7e+05,5104.16650390625,820000,820000,1,1,0,55,4,1,32,4,1
4636646,2,0,28,1,5,6,1,0,869453,4508.27490234375,1169453,1169453,1,0,0,54,5,2,45,3,1
4636646,2,1,50,1,2,5,1,0,869453,3381.2060546875,1369453,1369453,0,0,1,58,4,2,60,1,3
4636647,4,0,20,1,48,7,1,0,2500000,9722.22265625,2500000,2500000,1,1,0,41,6,2,60,4,1
4636648,2,1,36,1,67,6,1,0,1774666.625,7528.888671875,1774666.66666667,1774666.66666667,0,0,1,98,5,2,55,1,5
4636648,2,0,31,6,36,6,1,0,960953,4671.29931640625,960953,960953,0,0,1,45,5,2,48,1,5
4636649,2,0,21,1,5,7,1,0,581666.6875,4847.22216796875,581666.666666667,581666.666666667,0,0,1,33,6,1,28,1,5
4636649,2,0,27,1,24,7,1,0,1100000,4277.77783203125,1460000,1100000,1,0,1,59,6,1,60,3,1
4636651,2,1,29,1,24,6,1,0,842718.4375,4096.5478515625,842718.416666667,842718.416666667,0,0,1,95,5,2,48,1,5
4636652,4,0,26,1,24,7,1,0,3e+05,2916.66674804688,1100000,1100000,1,1,0,12,6,2,24,4,1
4636654,2,1,31,1,36,5,1,0,991953,4821.99365234375,991953,991953,0,0,1,95,4,2,48,1,4
4636655,2,1,47,1,60,3,1,0,1200000,4666.66650390625,1200000,1200000,0,0,1,98,3,2,60,1,4
4636655,2,1,23,1,8,7,1,0,1500000,7291.66650390625,1500000,1500000,1,0,1,12,6,2,48,1,2
4636655,2,1,20,1,3,7,1,0,869453,4226.5078125,869453,869453,1,0,1,3,6,2,48,1,2
4636656,4,1,39,1,72,7,1,0,3e+06,23333.333984375,3e+06,3e+06,1,1,1,8,6,2,30,4,1
4636657,2,1,70,1,180,4,1,0,7e+05,2268.5185546875,7e+05,7e+05,1,1,0,98,3,2,72,4,1
4636657,2,0,65,4,120,4,1,0,1e+05,1296.29626464844,1e+05,1e+05,1,1,0,45,3,1,18,4,1
4636657,2,1,31,1,24,7,1,0,1147377.625,5577.5302734375,1147377.66666667,1147377.66666667,0,0,1,39,6,2,48,1,5
4636658,2,1,51,1,12,4,1,0,2e+05,972.222229003906,2e+05,2e+05,1,1,0,99,3,2,48,4,1
4636658,2,0,48,1,52,4,1,0,450000,2625,450000,450000,1,1,0,55,3,2,40,4,1
4636659,2,1,27,2,0,6,1,0,1046544.3125,5087.3681640625,1046544.33333333,1046544.33333333,0,0,1,39,5,2,48,1,5
4636659,2,1,38,1,144,6,1,0,1063211,4594.12158203125,1135211,1135211,0,0,1,97,5,2,54,1,4
4636660,2,1,40,1,10,6,1,0,869453,4226.5078125,869453,869453,0,0,1,98,5,2,48,1,5
4636660,2,0,33,4,48,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,33,5,2,48,1,5
4636661,2,0,48,1,11,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,3,5,2,48,1,5
4636662,2,1,27,1,60,7,1,0,2095666.75,12224.72265625,2095666.66666667,2095666.66666667,0,0,1,39,6,1,40,2,5
4636662,2,0,23,1,36,6,1,0,1837421.375,10718.291015625,1837421.33333333,1837421.33333333,0,0,1,39,5,2,40,2,5
4636663,2,0,48,1,48,7,1,0,2e+06,8641.9755859375,2687492,2687492,0,1,0,7,6,2,54,4,5
4636663,2,0,21,3,6,7,1,0,420000,4900,683000,683000,1,0,0,39,6,2,20,1,2
4636663,2,0,28,3,6,7,1,0,4e+05,3888.88891601562,580000,580000,0,0,0,53,6,2,24,1,5
4636664,3,1,44,1,12,7,1,0,1475000,7170.138671875,9475000,1475000,0,0,1,45,6,2,48,1,5
4636665,3,0,31,1,0,7,1,0,6375000,27546.296875,6375000,6375000,0,0,1,19,6,2,54,1,5
4636666,2,1,32,1,5,6,1,0,843242,4099.09326171875,963242,963242,0,0,1,83,5,2,48,1,5
4636667,2,0,23,1,11,6,1,0,927619.6875,4509.26220703125,927619.666666667,927619.666666667,0,0,1,44,5,2,48,1,5
4636669,3,0,29,1,60,7,1,0,5166667,25115.7421875,5366666.66666667,5366666.66666667,0,0,1,12,6,2,48,2,5
4636670,3,1,23,1,12,7,1,0,1171544.375,5695.00732421875,1171544.33333333,1171544.33333333,0,0,1,3,6,2,48,1,4
4636670,3,0,45,1,94,7,1,0,1224544.375,5952.646484375,1307877.33333333,1224544.33333333,0,0,1,33,6,2,48,1,4
4636671,2,1,43,1,36,3,1,0,1200000,5600,1200000,1200000,1,1,0,83,3,2,50,4,2
4636671,2,0,36,1,36,6,1,0,898066.6875,4365.60205078125,898066.666666667,898066.666666667,1,0,0,93,5,2,48,1,2
4636672,2,1,29,1,4,6,1,0,996929.4375,4652.33740234375,996929.416666667,996929.416666667,0,0,1,90,5,2,50,1,4
4636672,2,0,34,1,18,5,1,0,996929.4375,4747.283203125,996929.416666667,996929.416666667,0,0,1,97,4,2,49,1,4
4636673,4,1,33,1,12,7,1,0,5335000,31120.833984375,5335000,5335000,0,0,1,12,6,2,40,2,5
4636673,4,1,26,1,24,7,1,0,1949687.375,9477.646484375,1949687.41666667,1949687.41666667,0,0,1,40,6,2,48,1,3
4636674,2,1,33,1,96,7,1,0,5e+06,24305.5546875,5e+06,5e+06,1,0,1,59,6,2,48,5,2
4636675,2,0,54,1,60,3,1,0,8e+05,3888.88891601562,968000,8e+05,1,0,0,53,3,2,48,1,2
4636676,2,1,35,1,144,6,1,0,1500000,8750,1500000,1500000,1,0,0,41,5,2,40,5,2
4636677,3,1,28,1,63,7,1,0,4695833.5,22826.96875,5325833.33333333,5325833.33333333,0,0,1,15,6,2,48,1,5
4636677,3,0,24,1,60,7,1,0,3125000,12152.77734375,3125000,3125000,0,0,1,30,6,2,60,1,5
4636679,2,1,22,1,14,6,1,0,921119.6875,4477.6650390625,921119.666666667,921119.666666667,0,0,1,45,5,2,48,1,5
4636679,2,1,25,1,15,6,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,39,5,1,48,1,5
4636680,2,0,63,1,300,7,1,0,930929.4375,3620.28125,930929.416666667,930929.416666667,1,0,1,54,6,2,40,1,2
4636680,2,0,36,1,8,6,1,0,956786.3125,3720.83569335938,956786.333333333,956786.333333333,1,0,1,45,5,2,60,1,2
4636680,2,1,20,4,1,6,1,0,80000,777.777770996094,80000,80000,1,0,0,91,5,1,24,1,2
4636681,2,0,35,1,48,6,1,0,961953,4676.16064453125,961953,961953,0,0,1,59,5,2,48,1,4
4636682,2,0,22,1,24,6,1,0,9e+05,4375,1100000,1100000,0,0,0,53,5,2,48,1,3
4636683,3,0,28,1,12,7,1,0,3791666.75,22118.056640625,3791666.66666667,3791666.66666667,0,0,1,21,6,2,40,1,5
4636685,3,0,29,1,4,7,1,0,2e+06,58333.33203125,2208333.33333333,2208333.33333333,0,1,1,2,6,1,8,4,5
4636686,3,0,41,1,15,6,1,0,960929.4375,4671.1845703125,960929.416666667,960929.416666667,0,0,1,55,5,2,48,1,4
4636687,2,0,18,1,1,6,1,0,9e+05,10500,9e+05,9e+05,0,0,0,37,5,1,20,1,4
4636687,2,0,55,4,180,7,1,0,3e+05,2413.79321289062,6e+05,6e+05,1,1,0,59,6,2,21,4,1
4636688,3,1,31,1,2,7,1,0,4500000,19090.908203125,4730000,4730000,0,0,1,8,6,2,55,1,5
4636690,3,1,31,1,7,7,1,0,4657000,27165.833984375,4657000,4657000,0,0,1,8,6,2,40,1,5
4636691,3,1,48,1,360,5,1,0,1e+06,4861.111328125,1e+06,1e+06,1,1,0,41,4,2,48,4,1
4636692,2,1,40,1,48,6,1,0,988929.4375,5016.30859375,1036929.41666667,1036929.41666667,0,0,1,84,5,2,46,1,4
4636692,2,0,40,1,108,6,1,0,1215544.375,5908.896484375,1215544.33333333,1215544.33333333,0,0,1,45,5,2,48,1,5
4636693,3,0,35,1,36,7,1,0,6e+06,35000,6e+06,6e+06,0,0,1,12,6,2,40,2,5
4636695,2,0,33,1,120,7,1,0,2583333.25,10959.595703125,2583333.33333333,2583333.33333333,1,0,0,12,6,2,55,1,2
4636695,2,1,66,6,48,3,1,0,2e+05,1555.55554199219,1e+06,1e+06,1,1,1,98,3,2,30,4,1
4636695,2,0,54,1,60,3,1,0,866666.6875,4212.962890625,1166666.66666667,866666.666666667,1,0,1,54,3,2,48,3,1
4636696,2,1,31,1,1,7,1,0,906953,4408.79931640625,906953,906953,0,0,1,97,6,1,48,1,5
4636696,2,0,26,1,18,7,1,0,3720000,18083.333984375,4470000,4470000,0,0,1,1,6,2,48,1,5
4636698,3,1,30,1,96,7,1,0,1766544.375,8587.3681640625,1886544.33333333,1886544.33333333,0,0,1,45,6,2,48,1,5
4636698,3,0,49,1,120,7,1,0,1459877.625,7096.62744140625,1459877.66666667,1459877.66666667,1,0,1,39,6,1,48,1,2
4636698,3,1,28,1,16,7,1,0,1099687.375,5345.70263671875,1099687.41666667,1099687.41666667,1,0,1,97,6,2,48,1,2
4636699,3,0,35,1,60,7,1,0,4166666.75,20254.630859375,4166666.66666667,4166666.66666667,0,0,1,21,6,2,48,1,5
4636700,2,0,29,1,7,6,1,0,7e+05,3402.77783203125,950000,950000,1,0,0,38,5,2,48,1,2
4636701,2,0,41,1,3,4,1,0,8e+05,2222.22216796875,8e+05,8e+05,1,1,0,79,3,2,84,4,1
4636702,2,0,38,1,48,4,1,0,420000,2722.22216796875,920000,420000,1,0,0,54,3,1,36,3,1
4636702,2,0,18,1,1,6,1,0,1200000,2666.66674804688,1200000,1200000,0,0,0,33,5,2,105,1,4
4636704,2,0,35,1,11,7,1,0,1300000,6319.4443359375,1300000,1300000,0,1,1,59,6,2,48,4,5
4636705,2,0,34,4,4,7,1,0,470833.34375,5231.4814453125,470833.333333333,470833.333333333,1,0,0,6,6,2,21,1,2
4636705,2,1,23,1,11,6,1,0,1173211,5703.10888671875,1173211,1173211,0,0,1,58,5,2,48,1,5
4636706,2,0,38,1,6,7,1,0,860000,4180.5556640625,860000,860000,0,0,1,39,6,2,48,1,5
4636707,6,0,38,1,84,7,1,0,7066666.5,41222.22265625,7066666.66666667,7066666.66666667,0,0,1,39,6,1,40,2,5
4636709,6,0,64,6,240,7,1,0,1950000,11375,6350000,1950000,0,0,1,32,6,2,40,1,5
4636709,6,1,35,6,12,7,1,0,6e+05,7000,1200000,1200000,1,1,0,15,6,1,20,4,1
4636709,6,0,25,3,1,7,1,0,160000,1166.66662597656,2e+05,2e+05,0,0,0,33,6,2,32,1,3
4636710,2,0,34,1,12,6,1,0,959929.4375,4666.32373046875,959929.416666667,959929.416666667,0,0,1,45,5,2,48,1,3
4636711,2,0,48,6,12,4,1,0,2e+05,2222.22216796875,2e+05,2e+05,1,0,0,45,3,1,21,1,2
4636712,6,1,45,1,144,7,1,0,4500000,26250,4500000,4500000,1,1,1,21,6,2,40,4,1
4636713,2,1,33,1,69,7,1,0,9e+05,4375,9e+05,9e+05,1,1,1,45,6,2,48,4,1
4636713,2,0,41,1,12,4,1,0,7e+05,3402.77783203125,7e+05,7e+05,1,1,0,45,3,2,48,4,1
4636714,2,1,39,1,6,7,1,0,6e+05,3500,6e+05,6e+05,1,1,0,3,6,2,40,4,1
4636716,2,1,34,1,42,7,1,0,1439877.625,6999.4052734375,1439877.66666667,1439877.66666667,0,0,1,39,6,2,48,1,5
4636718,3,1,23,1,24,5,1,0,916666.6875,3819.44458007812,1066666.66666667,1066666.66666667,0,0,0,77,4,2,56,1,4
4636719,6,0,28,1,48,7,1,0,3800000,22166.666015625,3800000,3800000,0,0,1,40,6,2,40,1,5
4636719,6,1,26,1,3,7,1,0,2e+06,11666.6669921875,2220000,2e+06,0,0,1,16,6,2,40,1,5
4636720,1,1,38,1,72,6,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,1,0,98,5,2,72,4,1
4636722,2,1,36,1,12,7,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,33,6,2,48,1,4
4636722,2,0,59,1,60,5,1,0,842718.4375,4096.5478515625,1142718.41666667,1142718.41666667,1,0,0,54,4,2,48,3,1
4636723,2,1,20,1,6,7,1,0,1088211,5289.91455078125,1088211,1088211,0,0,1,33,6,2,48,1,5
4636724,1,0,55,4,120,5,1,0,3e+05,2333.33325195312,625000,625000,1,1,0,79,4,2,30,4,1
4636724,1,1,24,1,4,7,1,0,949877.6875,4617.4609375,949877.666666667,949877.666666667,1,0,0,89,6,2,48,1,2
4636725,6,1,44,1,216,7,1,0,1e+07,38888.890625,10833333.3333333,10833333.3333333,1,1,1,2,6,2,60,4,1
4636726,2,1,28,1,42,7,1,0,2738333.25,13311.341796875,2738333.33333333,2738333.33333333,0,0,1,3,6,2,48,1,5
4636726,2,0,57,4,3,6,1,0,246666.671875,6395.06201171875,266666.666666667,266666.666666667,1,0,1,54,5,2,9,3,1
4636729,2,0,56,1,384,6,1,0,1800000,6000,2598000,2598000,1,1,0,54,5,2,70,4,1
4636729,2,1,23,1,6,7,1,0,1100000,5347.22216796875,1216666.66666667,1216666.66666667,0,0,1,2,6,2,48,1,5
4636729,2,1,19,6,12,7,1,0,120000,14000,120000,120000,1,1,0,54,6,1,2,4,1
4636730,2,1,24,1,2,7,1,0,2e+06,9722.22265625,2e+06,2e+06,0,0,1,6,6,2,48,1,5
4636732,6,1,87,6,300,7,1,0,2500000,44871.79296875,30500000,30500000,0,1,1,13,6,2,10,4,5
4636732,6,0,21,1,1,6,1,0,8e+05,3456.7900390625,1650000,8e+05,1,0,0,54,5,2,54,3,2
4636733,2,0,69,1,36,4,1,0,5e+05,4861.111328125,620000,5e+05,1,0,0,54,3,2,24,3,1
4636734,2,1,49,1,216,5,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,1,0,85,4,2,48,4,1
4636734,2,0,54,1,300,5,1,0,872718.4375,4242.38134765625,872718.416666667,872718.416666667,0,0,1,75,4,2,48,1,4
4636734,2,1,25,1,60,6,1,0,842718.4375,4096.5478515625,842718.416666667,842718.416666667,0,0,1,97,5,2,48,1,5
4636735,2,1,20,1,1,6,1,0,660000,3422.22216796875,710000,710000,1,0,0,37,5,2,45,1,2
4636736,6,0,41,1,144,7,1,0,3483000,16254,3483000,3483000,0,0,1,3,6,2,50,1,3
4636737,1,0,48,1,84,6,1,0,930929.4375,4827.04150390625,1050929.41666667,1050929.41666667,0,0,1,53,5,2,45,1,3
4636737,1,1,20,1,4,6,1,0,869453,4226.5078125,869453,869453,0,0,0,3,5,2,48,1,4
4636737,1,0,29,1,0,6,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,45,5,2,48,1,5
4636738,6,0,38,1,24,7,1,0,12900000,62708.33203125,13900000,13900000,0,0,1,44,6,2,40,1,5
4636739,2,1,30,1,8,7,1,0,1216166.625,3941.28076171875,1216166.66666667,1216166.66666667,0,0,1,45,6,2,72,1,5
4636740,2,0,34,1,6,6,1,0,480000,3111.11108398438,480000,480000,1,0,0,45,5,1,36,1,2
4636741,1,0,41,2,1,6,1,0,6e+05,14000,6e+05,6e+05,1,1,0,45,5,2,10,4,1
4636742,6,0,31,1,24,7,1,0,5261000,24551.333984375,5261000,5261000,0,0,1,21,6,1,50,1,5
4636742,6,1,34,1,5,7,1,0,4830000,37566.66796875,4830000,4830000,0,0,1,19,6,1,30,1,5
4636743,6,1,50,1,240,7,1,0,1e+06,3535.353515625,1e+06,1e+06,1,1,0,41,6,2,66,4,2
4636743,6,0,39,1,240,6,1,0,2e+06,7070.70703125,2700000,2700000,1,1,0,41,5,2,66,4,2
4636744,2,0,42,1,18,4,1,0,1200000,5000,1433333.33333333,1433333.33333333,1,0,0,53,3,2,56,1,2
4636746,2,0,62,4,24,5,1,0,50000,729.166687011719,50000,50000,1,1,0,59,4,1,16,4,1
4636747,1,1,24,1,5,6,1,0,1187377.625,5771.974609375,1187377.66666667,1187377.66666667,0,0,1,58,5,2,48,1,5
4636747,1,0,21,1,13,6,1,0,1354877.625,6586.21044921875,1389877.66666667,1389877.66666667,0,0,1,38,5,2,48,1,5
4636750,2,0,53,4,120,5,1,0,350000,2722.22216796875,350000,350000,1,1,0,54,4,2,30,4,1
4636750,2,0,30,1,11,7,1,0,1270211,6174.63671875,1760211,1760211,0,0,1,39,6,2,48,1,5
4636751,2,1,35,1,144,6,1,0,1621211,5404.03662109375,1621211,1621211,0,0,1,58,5,2,70,2,5
4636751,2,0,34,1,36,7,1,0,1466333.375,7603.2099609375,1466333.33333333,1466333.33333333,0,0,1,39,6,2,45,1,5
4636752,2,0,38,1,12,7,1,0,8e+05,3888.88891601562,9e+05,8e+05,1,0,0,21,6,2,48,5,2
4636753,2,1,58,1,120,3,1,0,781242,4142.9501953125,781242,781242,0,0,1,87,3,2,44,1,3
4636753,2,1,27,1,2,7,1,0,2666666.75,13827.1611328125,2666666.66666667,2666666.66666667,0,0,1,30,6,2,45,1,5
4636754,2,1,23,1,9,6,1,0,1010877.6875,4913.98876953125,1010877.66666667,1010877.66666667,0,0,1,39,5,2,48,1,5
4636754,2,0,25,1,5,7,1,0,1260711,7354.1474609375,1260711,1260711,0,0,1,13,6,2,40,1,4
4636755,2,1,26,1,18,6,1,0,1988211,9664.9150390625,1988211,1988211,0,0,1,58,5,2,48,1,5
4636755,2,0,26,1,42,7,1,0,1691666.625,5804.73828125,1691666.66666667,1691666.66666667,0,0,1,58,6,2,68,2,5
4636757,1,1,38,1,4,7,1,0,1191242,3860.50659179688,1191242,1191242,0,0,1,3,6,2,72,1,5
4636759,2,1,46,1,360,6,1,0,1e+06,3333.33325195312,1166666.66666667,1166666.66666667,1,1,0,98,5,2,70,4,1
4636759,2,0,42,1,12,5,1,0,4e+05,1555.55554199219,5e+05,5e+05,1,1,0,21,4,2,60,4,1
4636760,2,1,39,1,3,7,1,0,4e+06,20740.740234375,4800000,4800000,0,0,1,5,6,2,45,1,5
4636760,2,0,36,6,12,7,1,0,1695833.375,13189.8154296875,1695833.33333333,1695833.33333333,0,0,1,13,6,2,30,2,5
4636761,4,0,38,1,46,7,1,0,2010000,9770.8330078125,2210000,2210000,0,0,1,40,6,2,48,1,4
4636762,4,0,35,1,5,7,1,0,2300000,11180.5556640625,2500000,2500000,0,0,1,7,6,2,48,1,5
4636762,4,1,39,1,5,7,1,0,5700000,18472.22265625,5700000,5700000,0,0,1,2,6,2,72,1,5
4636763,4,0,59,1,12,7,1,0,1e+06,5833.33349609375,8300000,8300000,1,0,0,54,6,2,40,3,1
4636763,4,0,29,1,16,7,1,0,2078211,12122.8974609375,2078211,2078211,0,0,1,19,6,2,40,1,5
4636764,2,1,56,1,240,4,1,0,6e+05,2916.66674804688,6e+05,6e+05,1,1,0,45,3,2,48,4,1
4636765,4,0,37,1,9,7,1,0,11333333,55092.58984375,13283333.3333333,13283333.3333333,0,0,1,45,6,2,48,1,5
4636765,4,1,39,1,36,7,1,0,4333333.5,21064.81640625,4333333.33333333,4333333.33333333,0,0,1,21,6,2,48,1,3
4636766,2,1,62,6,240,6,1,0,3e+05,1750,3e+05,3e+05,1,1,0,45,5,2,40,4,1
4636766,2,1,66,1,240,6,1,0,6e+05,2916.66674804688,6e+05,6e+05,1,1,0,45,5,2,48,4,1
4636768,2,0,48,1,264,6,1,0,1251666.625,6084.49072265625,1251666.66666667,1251666.66666667,0,0,1,75,5,2,48,1,5
4636770,2,1,52,1,72,6,1,0,3e+06,14583.3330078125,3e+06,3e+06,1,0,1,37,5,2,48,5,2
4636771,3,0,40,1,120,7,1,0,1860000,10850,2710000,2710000,0,0,1,44,6,2,40,1,5
4636772,3,0,35,1,120,7,1,0,1760536.375,7607.255859375,1760536.33333333,1760536.33333333,0,0,1,39,6,2,54,1,5
4636773,2,1,24,1,12,7,1,0,1700000,9916.6669921875,1700000,1700000,0,0,1,45,6,2,40,1,3
4636773,2,1,20,1,20,7,1,0,869453,4226.5078125,869453,869453,0,0,1,53,6,2,48,1,5
4636774,4,0,43,1,48,7,1,0,5208333.5,27006.173828125,5408333.33333333,5408333.33333333,0,0,1,21,6,2,45,1,5
4636774,4,1,44,1,24,7,1,0,3333333.25,16203.703125,4433333.33333333,4433333.33333333,0,0,1,39,6,2,48,2,5
4636775,2,0,23,1,0,7,1,0,150000,729.166687011719,150000,150000,1,0,0,39,6,2,48,1,2
4636775,2,0,24,2,0,7,1,0,80000,1166.66662597656,80000,80000,1,0,0,54,6,1,16,3,1
4636776,2,1,37,1,4,3,1,0,9e+05,4375,9e+05,9e+05,1,0,0,95,3,2,48,1,2
4636777,3,1,68,6,480,6,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,0,21,5,2,48,5,2
4636778,2,0,32,6,84,7,1,0,1230166.625,5979.9765625,1230166.66666667,1230166.66666667,0,0,1,59,6,2,48,1,4
4636778,2,0,52,4,60,4,1,0,80000,888.888916015625,80000,80000,1,1,0,57,3,1,21,4,1
4636778,2,1,34,1,96,7,1,0,1202500,5845.486328125,1202500,1202500,0,0,1,3,6,1,48,1,5
4636779,2,0,20,1,5,6,1,0,869453,4226.5078125,869453,869453,0,0,1,39,5,2,48,1,3
4636779,2,0,46,1,84,4,1,0,931953,5436.392578125,991953,991953,1,0,1,54,3,2,40,3,1
4636779,2,1,22,1,36,6,1,0,931953,4530.3271484375,931953,931953,0,0,1,84,5,2,48,1,3
4636780,3,1,26,1,24,7,1,0,5875000,34270.83203125,5875000,5875000,0,0,1,21,6,2,40,1,5
4636782,3,1,31,1,24,6,1,0,4e+06,19444.4453125,4e+06,4e+06,1,0,0,21,5,2,48,5,2
4636783,2,1,26,1,48,7,1,0,1826000,6086.66650390625,1826000,1826000,0,0,1,58,6,2,70,2,5
4636783,2,0,23,1,48,7,1,0,1800000,6000,1800000,1800000,0,0,1,58,6,2,70,2,5
4636784,4,1,57,1,240,7,1,0,3200000,18666.666015625,3650000,3200000,0,0,1,13,6,2,40,2,5
4636785,2,1,23,1,24,7,1,0,952119.6875,4628.359375,1052119.66666667,1052119.66666667,0,0,1,85,6,2,48,1,5
4636788,2,0,27,1,12,7,1,0,961953,4676.16064453125,1161953,1161953,0,0,1,3,6,2,48,1,5
4636788,2,1,28,1,12,6,1,0,3e+06,14583.3330078125,3e+06,3e+06,0,1,0,16,5,2,48,4,3
4636789,3,1,30,1,24,6,1,0,1529000,7432.638671875,1529000,1529000,0,0,1,45,5,2,48,1,4
4636789,3,0,36,1,120,7,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,38,6,2,48,1,5
4636790,3,1,33,2,1,6,1,0,480000,4666.66650390625,550000,550000,1,0,0,98,5,1,24,3,1
4636791,2,1,32,1,18,6,1,0,921119.6875,4477.6650390625,921119.666666667,921119.666666667,0,0,1,58,5,2,48,1,5
4636791,2,1,30,1,1,3,1,0,1e+06,2777.77783203125,1e+06,1e+06,1,0,0,58,3,2,84,1,2
4636791,2,1,35,1,18,3,1,0,869453,4226.5078125,869453,869453,0,0,1,58,3,2,48,1,5
4636792,4,0,46,1,24,7,1,0,4e+06,23333.333984375,4e+06,4e+06,0,0,1,13,6,1,40,2,4
4636795,3,0,35,1,4,7,1,0,3e+06,11666.6669921875,3150000,3150000,0,1,1,19,6,2,60,4,4
4636795,3,0,22,3,12,7,1,0,2e+05,6666.66650390625,2e+05,2e+05,0,0,0,44,6,1,7,1,5
4636795,3,1,56,1,240,7,1,0,930929.4375,4525.3515625,930929.416666667,930929.416666667,0,0,1,3,6,2,48,1,3
4636796,3,0,37,1,14,7,1,0,3300000,16041.6669921875,3300000,3300000,0,1,1,19,6,2,48,4,5
4636797,3,0,26,1,18,7,1,0,1288211,6262.13671875,2538211,2038211,0,0,1,44,6,2,48,1,5
4636797,3,0,26,1,12,7,1,0,2050000,9965.27734375,2050000,2050000,0,0,1,2,6,2,48,1,5
4636798,2,1,50,1,30,4,1,0,930929.4375,3341.79809570312,930929.416666667,930929.416666667,0,0,1,58,3,2,65,1,3
4636799,3,0,53,1,48,5,1,0,1e+06,5833.33349609375,1e+06,1e+06,1,0,0,41,4,2,40,5,2
4636799,3,1,27,1,48,6,1,0,750000,4375,750000,750000,1,0,0,45,5,2,40,1,2
4636800,3,1,62,1,72,3,1,0,8e+05,2592.59252929688,950000,950000,1,0,0,45,3,2,72,1,2
4636800,3,0,59,1,60,5,1,0,150000,972.222229003906,150000,150000,1,1,0,41,4,2,36,4,2
4636801,2,1,29,1,60,6,1,0,1200000,3333.33325195312,1200000,1200000,1,1,0,97,5,2,84,4,1
