"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm"
4636802,2,1,23,1,24,6,1,0,4e+05,1555.55554199219,4e+05,4e+05,1,1,0,84,5,2,60,4,1
4636803,2,0,35,1,2,7,1,0,781242,3797.7041015625,781242,781242,1,0,1,59,6,2,48,3,1
4636804,2,1,38,1,216,4,1,0,1791666.75,5972.22265625,1941666.66666667,1941666.66666667,0,0,1,87,3,2,70,2,5
4636804,2,0,35,1,60,7,1,0,8e+05,3733.33325195312,8e+05,8e+05,1,1,0,57,6,2,50,4,1
4636805,2,1,25,1,1,6,1,0,5e+05,2430.5556640625,5e+05,5e+05,1,1,0,84,5,2,48,4,1
4636805,2,0,22,1,2,6,1,0,888212,4317.697265625,888212,888212,0,0,0,33,5,2,48,1,4
4636806,3,1,32,1,24,7,1,0,3037500,17718.75,3037500,3037500,0,0,1,13,6,2,40,2,5
4636807,3,0,40,1,120,6,1,0,975000,3297.1015625,975000,975000,0,0,1,33,5,2,69,1,3
4636807,3,1,34,6,24,5,1,0,1296544.375,6050.54052734375,1296544.33333333,1296544.33333333,1,0,1,77,4,2,50,1,2
4636807,3,0,18,1,7,6,1,0,6e+05,3333.33325195312,715000,715000,1,0,0,45,5,2,42,1,2
4636808,2,0,58,4,12,4,1,0,5e+05,2916.66674804688,1700000,1700000,1,0,0,54,3,2,40,3,1
4636809,2,1,60,1,12,4,1,0,50000,224.358978271484,1060000,410000,1,1,0,80,3,2,28,4,1
4636811,2,0,47,1,36,4,1,0,720000,2800,970000,970000,1,0,0,53,3,2,60,1,2
4636811,2,1,49,1,24,4,1,0,6e+05,3500,6e+05,6e+05,1,1,0,61,3,2,40,4,1
4636812,3,1,35,1,120,6,1,0,999687.4375,4665.2080078125,999687.416666667,999687.416666667,0,0,1,80,5,1,50,1,4
4636812,3,0,49,1,5,3,1,0,8e+05,3218.39086914062,940000,940000,0,0,0,80,3,2,58,1,3
4636813,2,0,36,1,24,5,1,0,6e+05,4375,6e+05,6e+05,1,1,0,55,4,2,32,4,1
4636814,2,1,19,1,36,6,1,0,781242,3797.7041015625,781242,781242,0,0,0,37,5,2,48,1,4
4636815,2,0,22,1,12,7,1,0,1388211,8097.8974609375,1388211,1388211,1,0,1,33,6,2,40,1,2
4636816,2,1,54,1,120,4,1,0,6e+05,2187.5,6e+05,6e+05,1,1,0,45,3,2,64,4,1
4636818,1,1,29,1,12,6,1,0,840000,2722.22216796875,890000,890000,0,1,0,57,5,2,72,4,4
4636820,3,0,31,1,12,6,1,0,1500000,5303.0302734375,1500000,1500000,1,0,1,51,5,2,66,5,2
4636820,3,1,42,1,96,6,1,0,1625000,5266.20361328125,1723000,1723000,1,0,0,50,5,2,72,1,2
4636821,2,1,51,1,96,4,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,1,1,98,3,2,72,4,1
4636823,4,1,47,1,180,7,1,0,7583333.5,44236.11328125,7583333.33333333,7583333.33333333,0,0,1,12,6,2,40,1,4
4636823,4,0,45,1,168,7,1,0,4333333.5,25277.779296875,4333333.33333333,4333333.33333333,0,0,1,21,6,2,40,1,4
4636826,4,1,40,1,72,7,1,0,6e+06,70000,7500000,7500000,1,1,1,44,6,2,20,4,1
4636828,1,0,35,1,72,7,1,0,1465000,7121.52783203125,1465000,1465000,0,1,1,59,6,2,48,4,5
4636828,1,1,36,1,18,6,1,0,1520000,7388.888671875,1520000,1520000,0,1,1,95,5,2,48,4,5
4636829,2,1,27,1,36,6,1,0,1269877.625,4938.4130859375,1269877.66666667,1269877.66666667,0,0,1,98,5,2,60,1,5
4636829,2,1,20,1,14,7,1,0,1041666.6875,5063.65771484375,1041666.66666667,1041666.66666667,0,0,1,3,6,2,48,1,5
4636830,2,0,38,1,48,5,1,0,975000,4292.45263671875,1465000,1465000,1,0,0,50,4,2,53,1,2
4636830,2,1,18,1,1,6,1,0,9e+05,3181.81811523438,9e+05,9e+05,0,0,0,84,5,2,66,1,3
4636831,1,0,32,1,8,7,1,0,2200000,15098.0390625,2200000,2200000,0,0,1,13,6,2,30,2,5
4636832,1,0,40,1,4,4,1,0,869484,5071.990234375,1099484,899484,1,0,0,54,3,2,40,3,1
4636833,2,0,22,1,12,6,1,0,896666.6875,4358.79638671875,896666.666666667,896666.666666667,0,0,1,53,5,2,48,1,4
4636834,1,1,26,1,24,7,1,0,2438211,11852.4150390625,2654211,2654211,0,0,1,33,6,2,48,1,5
4636834,1,0,26,1,24,7,1,0,1130929.375,5497.5732421875,1130929.41666667,1130929.41666667,0,0,1,19,6,2,48,1,4
4636835,1,1,25,1,24,6,1,0,8e+05,3888.88891601562,8e+05,8e+05,0,1,0,57,5,2,48,4,4
4636836,2,1,24,1,6,6,1,0,1200000,2857.14282226562,1200000,1200000,1,0,0,45,5,2,98,1,2
4636836,2,0,18,1,6,6,1,0,1200000,2916.66674804688,1200000,1200000,1,0,0,45,5,2,96,1,2
4636837,2,0,63,1,36,7,1,0,6e+05,11666.6669921875,6e+05,6e+05,1,1,0,57,6,2,12,4,1
4636837,2,1,24,1,9,6,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,3,5,2,48,1,5
4636837,2,0,24,1,42,7,1,0,1280000,6222.22216796875,1280000,1280000,0,0,1,39,6,2,48,1,5
4636838,2,1,35,1,20,5,1,0,1e+06,3888.88891601562,1e+06,1e+06,1,1,0,98,4,2,60,4,1
4636838,2,0,44,1,7,7,1,0,1200000,5600,1300000,1300000,1,0,0,54,6,2,50,3,1
4636839,2,1,36,1,36,6,1,0,1e+06,4022.98852539062,1e+06,1e+06,1,1,1,41,5,2,58,4,1
4636841,2,1,21,1,5,7,1,0,1400000,6805.5556640625,1525000,1400000,0,0,1,38,6,2,48,1,5
4636842,2,0,22,1,0,6,1,0,869453,4226.5078125,876953,869453,0,0,1,45,5,2,48,1,5
4636843,2,1,22,1,0,5,1,0,9e+05,4375,9e+05,9e+05,0,0,0,87,4,2,48,1,4
4636843,2,0,22,1,3,7,1,0,6e+05,2333.33325195312,6e+05,6e+05,0,0,0,45,6,2,60,1,4
4639992,2,1,36,2,1,6,1,0,3e+05,2916.66674804688,3e+05,3e+05,1,1,0,95,5,2,24,4,1
4640528,6,0,50,2,0,7,1,0,150000,2916.66674804688,150000,150000,1,1,1,98,6,1,12,4,1
4640529,2,0,22,6,36,7,1,0,1171544.375,6834.0087890625,1171544.33333333,1171544.33333333,0,0,1,42,6,2,40,1,5
4640530,5,1,32,1,96,7,1,0,1700000,9916.6669921875,1700000,1700000,1,1,1,16,6,2,40,4,1
4640530,5,1,25,1,18,7,1,0,3460000,20183.333984375,3460000,3460000,0,0,1,11,6,2,40,1,5
4640530,5,1,23,1,5,7,1,0,2217000,17243.333984375,2217000,2217000,0,0,1,39,6,2,30,1,5
4640531,5,1,28,1,14,7,1,0,2300000,11180.5556640625,3091666.66666667,3091666.66666667,0,1,1,21,6,2,48,4,4
4640531,5,1,25,1,1,7,1,0,2500000,14583.3330078125,3e+06,3e+06,0,1,1,44,6,2,40,4,3
4640533,2,1,28,1,2,6,1,0,1e+06,3030.30297851562,1200000,1200000,1,1,0,41,5,2,77,4,1
4640533,2,0,24,1,9,7,1,0,1318744.375,6410.56298828125,1398744.33333333,1398744.33333333,0,0,1,59,6,2,48,1,5
4640533,2,1,22,1,17,7,1,0,2036877.625,9901.48828125,2116877.66666667,2116877.66666667,0,0,1,39,6,2,48,1,5
4640533,2,0,24,1,3,7,1,0,869453,5071.80908203125,1269453,869453,0,0,1,44,6,2,40,1,5
4642046,2,0,47,4,14,4,1,0,2e+05,5185.18505859375,1090000,1090000,1,0,0,54,3,1,9,3,2
4642046,2,1,64,1,240,4,1,0,8e+05,9333.3330078125,8e+05,8e+05,1,1,0,61,3,2,20,4,1
4642047,3,0,37,1,36,7,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,13,6,2,48,4,1
4642049,3,1,34,1,2,7,1,0,1e+06,4861.111328125,1e+06,1e+06,0,0,1,9,6,2,48,1,5
4642050,2,1,29,1,42,5,1,0,1330666.625,5174.814453125,1330666.66666667,1330666.66666667,0,0,1,41,4,2,60,1,5
4642051,2,1,45,1,2,5,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,95,4,2,48,1,5
4642051,2,1,25,1,2,6,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,95,5,2,48,1,5
4642051,2,1,34,1,0,3,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,95,3,2,48,1,5
4642052,3,1,43,1,6,6,1,0,1700000,9916.6669921875,1700000,1700000,1,1,1,33,5,2,40,4,1
4642052,3,0,40,1,36,7,1,0,1700000,9916.6669921875,2200000,2200000,0,1,1,11,6,2,40,4,4
4642053,2,0,20,1,12,7,1,0,930929.4375,4525.3515625,1080929.41666667,1080929.41666667,0,0,1,58,6,2,48,1,5
4642053,2,1,22,1,30,6,1,0,1500000,5833.33349609375,1500000,1500000,1,1,0,37,5,1,60,4,1
4642054,2,1,22,1,4,6,1,0,1454877.625,5657.857421875,1454877.66666667,1454877.66666667,0,0,1,58,5,2,60,1,3
4642054,2,0,24,1,13,6,1,0,1171544.375,5695.00732421875,1221544.33333333,1221544.33333333,0,0,1,58,5,2,48,1,5
4642055,2,1,55,1,240,4,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,1,1,98,3,2,72,4,1
4642057,3,1,61,1,480,4,1,0,9e+05,4375,9e+05,9e+05,1,1,0,95,3,2,48,4,1
4642057,3,0,58,6,120,7,1,0,8e+05,31111.111328125,1487492,1487492,1,1,1,12,6,2,6,4,1
4642057,3,0,34,1,10,7,1,0,1918333.375,11190.2783203125,1918333.33333333,1918333.33333333,0,0,1,30,6,2,40,1,5
4642059,2,0,50,6,120,3,1,0,842718.4375,4096.5478515625,842718.416666667,842718.416666667,1,0,1,55,3,2,48,1,2
4642059,2,1,39,1,36,4,1,0,1e+06,4242.42431640625,1e+06,1e+06,1,1,0,98,3,2,55,4,1
4642059,2,0,22,1,5,7,1,0,781242,4557.2451171875,781242,781242,0,0,0,3,6,2,40,1,5
4642060,2,0,23,1,36,7,1,0,1116119.625,5425.58154296875,1116119.66666667,1116119.66666667,0,0,1,53,6,2,48,1,5
4642062,3,0,54,1,36,7,1,0,2812500,13671.875,2812500,2812500,0,0,1,19,6,2,48,1,5
4642064,2,0,63,4,120,1,1,0,160000,4666.66650390625,160000,160000,1,1,0,55,1,2,8,4,1
4642064,2,0,28,1,2,6,1,0,975000,4739.58349609375,975000,975000,0,0,0,39,5,2,48,1,4
4642065,2,1,25,1,48,7,1,0,1279877.625,6221.62744140625,1279877.66666667,1279877.66666667,0,0,1,77,6,2,48,1,5
4642068,2,1,25,1,10,7,1,0,2e+06,9722.22265625,2e+06,2e+06,0,0,1,39,6,1,48,1,5
4642069,2,1,40,1,12,6,1,0,1400000,6805.5556640625,1508333,1437500,0,0,1,95,5,2,48,1,5
4642070,2,1,24,1,3,5,1,0,781000,3037.22216796875,781000,781000,0,1,0,81,4,1,60,4,4
4642070,2,1,29,1,1,7,1,0,720000,2333.33325195312,720000,720000,1,0,0,81,6,1,72,1,2
4642073,3,1,36,1,96,7,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,0,1,2,6,2,72,5,2
4642073,3,0,35,1,1,7,1,0,8e+05,3393.939453125,1150000,1150000,1,0,0,16,6,2,55,1,2
4642074,3,1,49,1,240,7,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,6,6,2,48,4,1
4642075,5,1,52,1,9,7,1,0,2575000,12016.6669921875,2575000,2575000,0,0,1,21,6,2,50,1,4
4642076,2,1,48,1,84,6,1,0,1300000,9479.1669921875,3919000,3919000,1,0,1,41,5,2,32,5,2
4642076,2,0,43,1,36,4,1,0,704166.6875,7468.4345703125,824166.666666667,824166.666666667,1,0,0,54,3,2,22,3,1
4642077,2,1,36,1,48,6,1,0,1306211,6349.63671875,1306211,1306211,0,0,1,97,5,2,48,1,5
4642077,2,0,42,1,48,6,1,0,860000,5016.66650390625,1160000,1160000,1,0,0,54,5,2,40,3,1
4642078,2,1,47,1,1,6,1,0,1366666.625,6643.5185546875,1366666.66666667,1366666.66666667,0,0,0,87,5,2,48,1,3
4642079,2,1,26,1,1,4,1,0,781242,3797.7041015625,781242,781242,0,0,1,99,3,2,48,1,5
4642079,2,0,28,1,0,6,1,0,869453,4226.5078125,869453,869453,0,0,1,99,5,2,48,1,5
4642079,2,1,29,1,3,7,1,0,850000,2065.97216796875,850000,850000,1,0,0,45,6,2,96,1,2
4642080,2,1,37,1,3,1,1,0,1200000,5185.18505859375,1200000,1200000,0,0,1,95,1,1,54,1,5
4642080,2,0,28,1,3,6,1,0,950000,3358.5859375,950000,950000,1,0,0,45,5,2,66,1,2
4642082,2,1,34,1,36,5,1,0,954877.6875,4641.7666015625,954877.666666667,954877.666666667,0,0,1,99,4,2,48,1,5
4642082,2,0,40,1,24,6,1,0,842908.6875,3512.11962890625,922908.666666667,922908.666666667,1,0,0,77,5,2,56,1,2
4642082,2,1,34,1,2,5,1,0,869453,2898.1767578125,869453,869453,0,0,1,95,4,2,70,1,4
4642083,3,0,32,3,1,7,1,0,2e+05,11666.6669921875,2e+05,2e+05,1,0,0,18,6,1,4,1,1
4642083,3,0,37,1,1,7,1,0,1800000,8750,1800000,1800000,0,1,0,13,6,2,48,4,5
4642083,3,1,40,1,26,7,1,0,955719.6875,4645.859375,955719.666666667,955719.666666667,0,0,1,41,6,2,48,1,5
4642085,2,1,47,1,132,7,1,0,1188929.375,6164.81884765625,2218929.41666667,2218929.41666667,1,0,1,87,6,2,45,1,2
4642085,2,0,45,1,46,7,1,0,1348294.375,6168.6669921875,1348294.33333333,1348294.33333333,0,0,1,39,6,2,51,1,5
4642086,2,1,56,1,24,4,1,0,900908.6875,1946.40771484375,900908.666666667,900908.666666667,0,0,1,98,3,2,108,1,5
4642087,2,0,52,4,120,4,1,0,2e+05,5185.18505859375,4e+05,4e+05,1,1,0,45,3,2,9,4,1
4642087,2,1,55,1,6,3,1,0,9e+05,3500,9e+05,9e+05,1,1,0,81,3,2,60,4,2
4642087,2,0,29,1,8,7,1,0,1383877.625,6727.18310546875,1383877.66666667,1383877.66666667,0,0,1,33,6,2,48,1,5
4642087,2,1,29,1,1,6,1,0,1800000,8750,1800000,1800000,0,1,1,95,5,2,48,4,3
4642088,2,0,60,4,36,3,1,0,140000,5444.4443359375,260000,260000,1,1,0,99,3,1,6,4,2
4642088,2,1,28,1,48,1,1,0,280000,5444.4443359375,4e+05,4e+05,1,0,0,45,1,2,12,1,2
4642089,5,1,55,1,360,7,1,0,5e+06,29166.666015625,7e+06,7e+06,0,0,1,13,6,2,40,5,4
4642089,5,0,49,1,276,7,1,0,1725000,10062.5,1725000,1725000,0,0,1,32,6,2,40,1,4
4642089,5,1,23,1,2,7,1,0,5e+05,2916.66674804688,5e+05,5e+05,1,0,0,16,6,2,40,1,2
4642089,5,1,21,6,12,7,1,0,8e+05,10370.3701171875,8e+05,8e+05,1,1,0,34,6,2,18,4,1
4642090,2,0,36,1,48,5,1,0,1078687.375,5033.87451171875,1078687.41666667,1078687.41666667,0,0,1,45,4,2,50,1,5
4642090,2,1,19,3,0,7,1,0,30000,1166.66662597656,1257666.66666667,471666.666666667,0,0,0,87,6,2,6,1,3
4642090,2,0,56,1,36,3,1,0,9e+05,5250,1216666.66666667,1216666.66666667,1,0,0,54,3,2,40,3,1
4642092,2,1,32,1,240,1,1,0,280000,1633.33337402344,280000,280000,1,1,0,45,1,2,40,4,2
4642092,2,0,32,1,36,4,1,0,360000,2100,360000,360000,1,0,0,45,3,2,40,5,2
4642093,2,1,72,1,264,3,1,0,4e+05,1481.4814453125,8e+05,520000,1,1,0,41,3,2,63,4,1
4642094,2,0,55,4,96,5,1,0,640000,7466.66650390625,640000,640000,0,0,0,50,4,2,20,1,4
4642094,2,0,28,1,4,6,1,0,1554476.375,6045.18603515625,1554476.41666667,1554476.41666667,0,0,1,58,5,2,60,1,5
4642094,2,1,23,1,6,6,1,0,1148211,3189.47509765625,1148211,1148211,1,0,1,58,5,2,84,1,2
4642096,2,1,55,1,252,4,1,0,1134711,5515.9560546875,1134711,1134711,0,0,1,39,3,2,48,1,4
4642097,2,0,34,1,1,6,1,0,868333.3125,5065.27783203125,1218333.33333333,1218333.33333333,1,0,0,53,5,2,40,1,2
4642098,2,1,60,1,27,7,1,0,1993211,9689.2197265625,2163211,2163211,0,0,1,98,6,2,48,2,5
4642099,2,1,54,1,24,7,1,0,8e+05,4666.66650390625,8e+05,8e+05,1,1,0,84,6,2,40,4,2
4642099,2,0,55,1,24,6,1,0,4e+05,1414.14135742188,1e+06,1e+06,1,1,0,54,5,2,48,4,1
4642100,1,1,26,1,60,6,1,0,650000,3791.66674804688,650000,650000,1,1,0,81,5,1,40,4,1
4642102,2,0,50,1,6,4,1,0,1128211,5484.35888671875,1186544.33333333,1186544.33333333,0,0,1,55,3,1,48,1,5
4642103,2,0,20,1,48,7,1,0,350000,4537.037109375,383333.333333333,383333.333333333,1,0,0,40,6,1,18,1,2
4642104,2,0,39,4,24,6,1,0,4e+05,2222.22216796875,650000,650000,1,1,0,16,5,2,42,4,1
4642105,3,1,50,1,360,3,1,0,780000,2600,780000,780000,1,1,0,45,3,2,70,4,1
4642106,2,0,44,1,5,7,1,0,1700000,9916.6669921875,1700000,1700000,0,1,1,32,6,2,40,4,5
4642107,2,0,29,1,2,7,1,0,869454,4226.5126953125,869454,869454,0,0,1,45,6,2,48,1,5
4642108,3,0,29,1,60,7,1,0,990929.4375,4817.01806640625,1040929.41666667,1040929.41666667,0,0,1,39,6,2,48,1,5
4642109,1,1,53,1,144,5,1,0,8e+05,4666.66650390625,8e+05,8e+05,1,0,0,85,4,2,40,1,2
4642110,1,1,66,1,260,3,1,0,6e+05,4117.64697265625,6e+05,6e+05,1,1,0,45,3,2,34,4,1
4642110,1,0,68,1,120,5,1,0,4e+05,2456.14038085938,4e+05,4e+05,1,1,0,45,4,2,38,4,1
4642110,1,1,47,1,240,5,1,0,1e+06,4861.111328125,1e+06,1e+06,1,1,0,93,4,2,48,4,1
4642111,2,1,41,1,48,5,1,0,1200000,5833.33349609375,1200000,1200000,1,0,0,59,4,2,48,1,2
4642112,3,0,64,6,7,6,1,0,137291,6406.91357421875,868783,868783,1,0,1,54,5,1,5,1,2
4642113,1,1,28,1,24,6,1,0,1200000,3888.88891601562,1200000,1200000,1,1,0,41,5,2,72,4,1
4642114,1,0,46,1,36,5,1,0,650000,3791.66674804688,750000,650000,1,0,0,54,4,2,40,3,1
4642114,1,0,28,1,3,7,1,0,1437000,6985.41650390625,1437000,1437000,0,1,1,39,6,2,48,4,5
4642115,5,0,39,1,4,7,1,0,3110000,10078.7041015625,3110000,3110000,0,0,1,11,6,2,72,1,5
4642115,5,1,33,1,24,7,1,0,2800000,16333.3330078125,2800000,2800000,0,0,1,39,6,2,40,1,5
4642115,5,0,32,4,24,7,1,0,70000,1633.33337402344,70000,70000,1,1,0,77,6,1,10,4,1
4642116,2,1,32,1,7,7,1,0,8e+05,3111.11108398438,8e+05,8e+05,0,0,0,79,6,2,60,1,3
4642117,1,1,28,1,16,7,1,0,2158333.25,12590.27734375,2508333.33333333,2508333.33333333,0,0,1,39,6,2,40,1,5
4642117,1,1,26,6,12,7,1,0,1688211,8206.5810546875,1688211,1688211,0,0,1,53,6,2,48,1,5
4642118,3,0,26,1,5,6,1,0,928619.6875,4514.12353515625,1306953,1306953,0,0,1,97,5,2,48,1,4
4642119,4,1,39,1,7,7,1,0,4766666.5,24716.048828125,4766666.66666667,4766666.66666667,0,0,1,8,6,1,45,1,5
4642119,4,0,45,1,30,7,1,0,4021544.25,19549.173828125,4021544.33333333,4021544.33333333,1,0,1,13,6,2,48,1,2
4642123,4,0,48,1,168,7,1,0,2666666.75,15555.5556640625,2666666.66666667,2666666.66666667,1,0,1,11,6,2,40,1,2
4642124,4,0,63,1,4,7,1,0,2600000,11030.302734375,4100000,4100000,0,1,1,13,6,2,40,4,5
4642125,2,1,29,1,1,7,1,0,888900,3190.92309570312,888900,888900,0,0,1,2,6,2,45,1,4
4642125,2,0,28,1,1,7,1,0,5e+05,2777.77783203125,5e+05,5e+05,1,1,0,45,6,1,42,4,2
4642125,2,1,28,1,1,7,1,0,878800,4271.9443359375,878800,878800,0,0,1,3,6,2,48,1,4
4642126,3,1,25,1,36,6,1,0,1305711,6347.2060546875,1305711,1305711,0,0,1,58,5,2,48,1,5
4642128,1,1,36,1,18,7,1,0,919461,4469.60205078125,969461,969461,0,0,1,97,6,2,48,1,4
4642128,1,0,35,1,3,7,1,0,1020000,6611.111328125,1020000,1020000,0,1,1,36,6,2,36,4,5
4642129,1,1,63,1,480,5,1,0,2e+06,9722.22265625,2600000,2600000,1,1,0,84,4,2,48,4,1
4642129,1,0,63,1,168,4,1,0,833333.3125,4050.92578125,833333.333333333,833333.333333333,0,0,1,97,3,2,48,1,4
4642129,1,0,29,1,2,7,1,0,4e+05,3111.11108398438,4e+05,4e+05,1,0,0,53,6,2,30,1,2
4642130,3,1,49,1,5,5,1,0,1880000,9138.888671875,1880000,1880000,0,0,1,95,4,2,48,1,5
4642130,3,0,38,1,30,5,1,0,1105500,5732.22216796875,1105500,1105500,1,0,1,54,4,2,45,3,1
4642131,3,0,53,6,6,5,1,0,4e+05,2592.59252929688,544000,544000,1,0,0,54,4,1,36,3,1
4642133,1,1,57,1,30,3,1,0,420000,1633.33337402344,620000,420000,1,1,0,98,3,1,60,4,1
4642133,1,1,36,1,3,5,1,0,450000,2625,450000,450000,1,1,0,98,4,1,40,4,1
4642134,3,0,42,1,3,7,1,0,1979544.375,9622.78515625,1979544.33333333,1979544.33333333,0,0,1,45,6,2,48,1,4
4642135,3,0,33,1,8,7,1,0,1978000,9615.27734375,1978000,1978000,0,1,1,6,6,2,48,4,5
4642140,2,1,25,1,6,6,1,0,1271000,6178.47216796875,1271000,1271000,0,0,1,58,5,2,48,1,5
4642142,3,0,46,1,14,7,1,0,998119.6875,4851.970703125,998119.666666667,998119.666666667,0,0,1,39,6,2,48,1,5
4642144,3,1,23,3,60,7,1,0,750000,2916.66674804688,750000,750000,0,1,0,17,6,1,60,4,3
4642144,3,0,25,1,12,6,1,0,960929.4375,4484.33740234375,960929.416666667,960929.416666667,0,0,1,75,5,2,50,1,4
4642145,3,1,47,1,60,6,1,0,781242,3038.16333007812,781242,781242,1,0,0,84,5,2,60,1,2
4642145,3,0,45,1,298,6,1,0,1498666.625,4856.7900390625,1998666.66666667,1998666.66666667,0,0,1,58,5,2,72,2,5
4642147,1,1,41,1,24,6,1,0,1400000,6805.5556640625,1400000,1400000,1,0,0,95,5,2,48,5,2
4642147,1,0,36,1,60,7,1,0,1762711,8568.734375,2162711,2162711,0,0,1,13,6,2,48,1,4
4642150,3,0,48,1,48,4,1,0,1e+06,3240.74072265625,1e+06,1e+06,1,1,0,79,3,2,72,4,1
4642150,3,1,18,6,11,7,1,0,350000,20416.666015625,350000,350000,1,0,0,17,6,2,4,5,2
4642151,1,0,47,1,120,6,1,0,1151666.625,6718.05517578125,1151666.66666667,1151666.66666667,0,0,1,42,5,2,40,1,4
4642151,1,0,26,1,1,6,1,0,888000,5180,888000,888000,0,0,1,44,5,2,40,1,5
4642151,1,1,22,1,3,6,1,0,9e+05,4375,9e+05,9e+05,1,0,0,95,5,2,48,1,2
4642152,3,0,32,1,12,7,1,0,930453,4523.03564453125,930453,930453,1,0,1,39,6,2,48,1,2
4642152,3,0,28,1,7,7,1,0,869453,4226.5078125,869453,869453,1,0,1,39,6,2,48,1,2
4642152,3,0,23,1,5,6,1,0,9e+05,4375,9e+05,9e+05,0,0,1,45,5,2,48,1,3
4642152,3,0,52,1,9,4,1,0,420000,3266.66674804688,420000,420000,1,1,0,55,3,2,30,4,1
4642153,3,0,21,1,6,7,1,0,909453,4420.9521484375,909453,909453,0,0,1,16,6,1,48,1,4
4642154,1,1,33,1,2,6,1,0,7e+05,5444.4443359375,1e+06,7e+05,0,0,0,37,5,1,30,1,4
4642154,1,1,35,1,8,6,1,0,1250000,6076.388671875,1250000,1250000,1,0,1,45,5,2,48,1,2
4642155,1,1,26,1,5,3,1,0,888211,3140.13989257812,888211,888211,0,0,1,77,3,2,66,1,5
4642156,1,1,34,1,4,5,1,0,903211,4390.60888671875,903211,903211,0,0,1,99,4,2,48,1,5
4642158,1,0,63,1,120,3,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,1,0,45,3,2,48,4,1
4642159,3,0,35,1,36,7,1,0,2e+06,9722.22265625,2330000,2330000,0,1,1,39,6,2,48,4,5
4642161,3,1,52,1,72,3,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,0,0,45,3,2,48,1,2
4642161,3,0,21,1,3,7,1,0,888211,4317.6923828125,888211,888211,0,0,1,59,6,2,48,1,5
4642161,3,0,19,1,6,7,1,0,918211,4463.52587890625,918211,918211,0,0,1,3,6,2,48,1,5
4642162,3,1,24,1,60,6,1,0,1178687.375,5729.73046875,1178687.41666667,1178687.41666667,0,0,1,84,5,2,48,1,4
4642162,3,0,23,1,12,6,1,0,1441666.625,8409.7216796875,1441666.66666667,1441666.66666667,0,0,0,39,5,2,40,1,4
4642163,1,1,33,1,190,6,1,0,2666666.75,9876.5439453125,2666666.66666667,2666666.66666667,0,0,1,58,5,2,60,2,5
4642163,1,0,42,4,36,6,1,0,4e+05,4666.66650390625,6e+05,6e+05,1,1,0,53,5,2,15,4,2
4642164,3,1,21,1,9,6,1,0,1109666.625,4315.3701171875,1109666.66666667,1109666.66666667,1,0,1,58,5,2,60,1,2
4642164,3,0,25,6,24,6,1,0,934666.6875,3894.44458007812,1158666.66666667,1158666.66666667,0,0,1,33,5,2,56,1,3
4642165,1,1,25,1,4,7,1,0,208211,1012.13677978516,458211,458211,0,0,1,53,6,2,48,1,3
4642167,3,0,35,1,139,7,1,0,1345333.375,6539.81494140625,1345333.33333333,1345333.33333333,1,0,1,59,6,2,48,1,2
4642168,3,1,33,1,12,6,1,0,8e+05,3888.88891601562,950000,950000,0,1,0,37,5,2,48,4,4
4642168,3,0,26,1,0,7,1,0,8e+05,4666.66650390625,8e+05,8e+05,0,0,0,38,6,2,40,1,4
4642169,1,1,39,1,5,5,1,0,1088211,5289.91455078125,1088211,1088211,0,0,1,95,4,2,48,1,5
4642169,1,1,26,1,38,6,1,0,1190711,5788.1787109375,1190711,1190711,0,0,1,39,5,2,48,1,5
4642170,3,1,38,1,180,7,1,0,3233333.25,15717.591796875,3833333.33333333,3833333.33333333,0,0,1,21,6,2,48,1,5
4642170,3,0,38,1,48,7,1,0,5641666.5,32909.72265625,5641666.66666667,5641666.66666667,0,0,1,11,6,2,40,2,5
4642171,3,1,56,1,60,5,1,0,1360000,6611.111328125,1640333,1580000,0,0,1,98,4,2,48,1,5
4642173,4,1,52,1,60,7,1,0,1200000,3888.88891601562,1200000,1200000,1,1,0,12,6,2,72,4,1
4642174,3,1,44,1,144,7,1,0,1376666.625,6692.12939453125,1793333.66666667,1376666.66666667,0,0,1,21,6,2,48,1,5
4642174,3,0,31,1,120,7,1,0,10158000,49379.16796875,10158000,10158000,0,0,1,21,6,2,48,1,4
4642177,3,0,45,1,5,6,1,0,869453,5071.80908203125,1869453,1869453,0,0,1,55,5,2,40,1,3
4642179,3,0,39,1,1,6,1,0,3e+05,1944.44445800781,3e+05,3e+05,1,1,0,80,5,2,36,4,1
4642180,3,1,25,1,5,6,1,0,884166.6875,4584.56787109375,884166.666666667,884166.666666667,0,0,1,80,5,2,45,1,5
