"","estrato1","sex","age","p6240","p6426","ina","maxEducLevel","ocu","dsi","y_total_m_ha"
"13890",4,1,21,1,24,NA,7,1,0,4050.92578125
"13891",4,1,64,1,360,NA,7,1,0,3888.88891601562
"13892",4,1,20,1,4,NA,7,1,0,4317.6923828125
"13893",4,0,41,1,12,NA,7,1,0,11666.6669921875
"13895",4,1,47,1,24,NA,7,1,0,11666.6669921875
"13896",4,0,52,1,28,NA,7,1,0,6034.48291015625
"13897",4,1,45,1,24,NA,7,1,0,8750
"13900",2,1,32,1,24,NA,4,1,0,8263.888671875
"13903",2,0,19,3,8,NA,7,1,0,4287.271484375
"13904",2,1,41,1,1,NA,6,1,0,1410.85266113281
"13905",2,0,38,4,36,NA,6,1,0,1750
"13906",2,0,67,1,60,NA,6,1,0,6665.857421875
"13908",2,0,19,1,1,NA,6,1,0,1166.66662597656
"13909",2,1,27,1,5,NA,4,1,0,3888.88891601562
"13915",4,1,44,1,120,NA,7,1,0,35324.07421875
"13918",4,0,48,1,15,NA,7,1,0,NA
"13922",4,1,63,1,504,NA,7,1,0,NA
"13925",4,1,36,1,72,NA,7,1,0,10500
"13930",2,1,41,1,15,NA,6,1,0,5840.8408203125
"13932",2,1,37,1,5,NA,6,1,0,3280.5556640625
"13933",2,0,38,1,72,NA,6,1,0,4861.111328125
"13936",2,0,58,1,48,NA,5,1,0,5104.16650390625
"13937",2,0,28,1,5,NA,6,1,0,4508.27490234375
"13938",2,1,50,1,2,NA,5,1,0,3381.2060546875
"13939",4,0,20,1,48,NA,7,1,0,9722.22265625
"13941",2,1,36,1,67,NA,6,1,0,7528.888671875
"13942",2,0,31,6,36,NA,6,1,0,4671.29931640625
"13944",2,0,21,1,5,NA,7,1,0,4847.22216796875
"13946",2,1,21,1,1,NA,7,1,0,NA
"13947",2,0,27,1,24,NA,7,1,0,4277.77783203125
"13949",2,1,29,1,24,NA,6,1,0,4096.5478515625
"13950",4,0,26,1,24,NA,7,1,0,2916.66674804688
"13951",4,1,64,1,68,NA,7,1,0,NA
"13955",2,1,31,1,36,NA,5,1,0,4821.99365234375
"13958",2,1,47,1,60,NA,3,1,0,4666.66650390625
"13960",2,1,27,1,4,NA,7,1,0,NA
"13961",2,1,25,1,12,NA,6,1,0,NA
"13962",2,1,23,1,8,NA,7,1,0,7291.66650390625
"13963",2,1,20,1,3,NA,7,1,0,4226.5078125
"13964",4,1,39,1,72,NA,7,1,0,23333.333984375
"13965",2,1,70,1,180,NA,4,1,0,2268.5185546875
"13966",2,0,65,4,120,NA,4,1,0,1296.29626464844
"13967",2,1,31,1,24,NA,7,1,0,5577.5302734375
"13968",2,1,51,1,12,NA,4,1,0,972.222229003906
"13969",2,0,48,1,52,NA,4,1,0,2625
"13970",2,1,27,2,0,NA,6,1,0,5087.3681640625
"13972",2,1,38,1,144,NA,6,1,0,4594.12158203125
"13975",2,1,40,1,10,NA,6,1,0,4226.5078125
"13976",2,0,33,4,48,NA,6,1,0,4525.3515625
"13977",2,0,48,1,11,NA,6,1,0,4525.3515625
"13979",2,1,27,1,60,NA,7,1,0,12224.72265625
"13980",2,0,23,1,36,NA,6,1,0,10718.291015625
"13981",2,0,48,1,48,NA,7,1,0,8641.9755859375
"13982",2,0,21,3,6,NA,7,1,0,4900
"13983",2,0,28,3,6,NA,7,1,0,3888.88891601562
"13986",3,1,44,1,12,NA,7,1,0,7170.138671875
"13987",3,0,31,1,0,NA,7,1,0,27546.296875
"13991",2,1,32,1,5,NA,6,1,0,4099.09326171875
"13993",2,0,23,1,11,NA,6,1,0,4509.26220703125
"13994",3,0,29,1,60,NA,7,1,0,25115.7421875
"13997",3,1,23,1,12,NA,7,1,0,5695.00732421875
"13998",3,0,45,1,94,NA,7,1,0,5952.646484375
"13999",2,1,43,1,36,NA,3,1,0,5600
"14001",2,0,36,1,36,NA,6,1,0,4365.60205078125
"14003",2,1,29,1,4,NA,6,1,0,4652.33740234375
"14004",2,0,34,1,18,NA,5,1,0,4747.283203125
"14007",4,1,33,1,12,NA,7,1,0,31120.833984375
"14008",4,1,26,1,24,NA,7,1,0,9477.646484375
"14010",2,1,33,1,96,NA,7,1,0,24305.5546875
"14014",2,0,54,1,60,NA,3,1,0,3888.88891601562
"14017",2,1,35,1,144,NA,6,1,0,8750
"14020",3,1,28,1,63,NA,7,1,0,22826.96875
"14021",3,0,24,1,60,NA,7,1,0,12152.77734375
"14022",3,0,34,6,120,NA,6,1,0,NA
"14023",2,1,22,1,14,NA,6,1,0,4477.6650390625
"14024",2,1,25,1,15,NA,6,1,0,5833.33349609375
"14026",2,0,63,1,300,NA,7,1,0,3620.28125
"14027",2,0,36,1,8,NA,6,1,0,3720.83569335938
"14028",2,1,20,4,1,NA,6,1,0,777.777770996094
"14031",2,0,35,1,48,NA,6,1,0,4676.16064453125
"14033",2,0,22,1,24,NA,6,1,0,4375
"14034",3,0,28,1,12,NA,7,1,0,22118.056640625
"14036",3,1,26,1,24,NA,7,1,0,NA
"14037",3,0,26,1,5,NA,7,1,0,NA
"14038",3,0,29,1,4,NA,7,1,0,58333.33203125
"14040",3,0,41,1,15,NA,6,1,0,4671.1845703125
"14042",2,0,18,1,1,NA,6,1,0,10500
"14043",2,0,55,4,180,NA,7,1,0,2413.79321289062
"14044",3,1,31,1,2,NA,7,1,0,19090.908203125
"14047",3,1,31,1,7,NA,7,1,0,27165.833984375
"14050",3,1,48,1,360,NA,5,1,0,4861.111328125
"14053",2,1,40,1,48,NA,6,1,0,5016.30859375
"14054",2,0,40,1,108,NA,6,1,0,5908.896484375
"14056",3,0,35,1,36,NA,7,1,0,35000
"14057",2,0,33,1,120,NA,7,1,0,10959.595703125
"14058",2,1,66,6,48,NA,3,1,0,1555.55554199219
"14059",2,0,54,1,60,NA,3,1,0,4212.962890625
"14060",2,1,31,1,1,NA,7,1,0,4408.79931640625
"14061",2,0,26,1,18,NA,7,1,0,18083.333984375
"14066",3,1,30,1,96,NA,7,1,0,8587.3681640625
"14067",3,0,49,1,120,NA,7,1,0,7096.62744140625
"14069",3,1,28,1,16,NA,7,1,0,5345.70263671875
"14070",3,0,35,1,60,NA,7,1,0,20254.630859375
"14071",2,0,29,1,7,NA,6,1,0,3402.77783203125
"14073",2,0,41,1,3,NA,4,1,0,2222.22216796875
"14077",2,0,38,1,48,NA,4,1,0,2722.22216796875
"14078",2,0,18,1,1,NA,6,1,0,2666.66674804688
"14080",2,0,35,1,11,NA,7,1,0,6319.4443359375
"14082",2,0,34,4,4,NA,7,1,0,5231.4814453125
"14083",2,1,23,1,11,NA,6,1,0,5703.10888671875
"14084",2,0,38,1,6,NA,7,1,0,4180.5556640625
"14088",6,1,32,1,72,NA,7,1,0,NA
"14089",6,0,38,1,84,NA,7,1,0,41222.22265625
"14092",6,0,64,6,240,NA,7,1,0,11375
"14097",6,1,35,6,12,NA,7,1,0,7000
"14100",6,0,25,3,1,NA,7,1,0,1166.66662597656
"14102",2,1,30,1,4,NA,7,1,0,NA
"14103",2,0,34,1,12,NA,6,1,0,4666.32373046875
"14104",2,0,48,6,12,NA,4,1,0,2222.22216796875
"14107",6,1,45,1,144,NA,7,1,0,26250
"14109",2,1,33,1,69,NA,7,1,0,4375
"14111",2,0,41,1,12,NA,4,1,0,3402.77783203125
"14114",2,1,39,1,6,NA,7,1,0,3500
"14119",2,0,32,4,3,NA,7,1,0,NA
"14121",2,1,34,1,42,NA,7,1,0,6999.4052734375
"14124",3,1,23,1,24,NA,5,1,0,3819.44458007812
"14126",6,0,28,1,48,NA,7,1,0,22166.666015625
"14127",6,1,26,1,3,NA,7,1,0,11666.6669921875
"14128",6,1,59,1,360,NA,7,1,0,NA
"14130",1,1,38,1,72,NA,6,1,0,3240.74072265625
"14134",2,1,36,1,12,NA,7,1,0,4525.3515625
"14135",2,0,59,1,60,NA,5,1,0,4096.5478515625
"14137",2,1,20,1,6,NA,7,1,0,5289.91455078125
"14138",1,0,55,4,120,NA,5,1,0,2333.33325195312
"14139",1,1,24,1,4,NA,7,1,0,4617.4609375
"14141",6,0,41,1,24,NA,7,1,0,NA
"14142",6,1,44,1,216,NA,7,1,0,38888.890625
"14143",2,1,28,1,42,NA,7,1,0,13311.341796875
"14144",2,0,57,4,3,NA,6,1,0,6395.06201171875
"14146",2,0,56,1,384,NA,6,1,0,6000
"14147",2,1,23,1,6,NA,7,1,0,5347.22216796875
"14148",2,1,19,6,12,NA,7,1,0,14000
"14153",2,1,24,1,2,NA,7,1,0,9722.22265625
"14159",6,1,87,6,300,NA,7,1,0,44871.79296875
"14160",6,0,21,1,1,NA,6,1,0,3456.7900390625
"14161",2,0,69,1,36,NA,4,1,0,4861.111328125
"14163",2,1,49,1,216,NA,5,1,0,2430.5556640625
"14164",2,0,54,1,300,NA,5,1,0,4242.38134765625
"14165",2,1,25,1,60,NA,6,1,0,4096.5478515625
"14168",2,1,20,1,1,NA,6,1,0,3422.22216796875
"14169",6,0,41,1,144,NA,7,1,0,16254
"14172",1,0,48,1,84,NA,6,1,0,4827.04150390625
"14173",1,1,20,1,4,NA,6,1,0,4226.5078125
"14174",1,0,29,1,0,NA,6,1,0,4525.3515625
"14175",6,0,38,1,24,NA,7,1,0,62708.33203125
"14177",2,1,30,1,8,NA,7,1,0,3941.28076171875
"14180",2,0,34,1,6,NA,6,1,0,3111.11108398438
"14183",1,0,41,2,1,NA,6,1,0,14000
"14186",6,0,31,1,24,NA,7,1,0,24551.333984375
"14187",6,1,34,1,5,NA,7,1,0,37566.66796875
"14188",6,1,50,1,240,NA,7,1,0,3535.353515625
"14190",6,0,39,1,240,NA,6,1,0,7070.70703125
"14192",2,0,42,1,18,NA,4,1,0,5000
"14198",2,0,62,4,24,NA,5,1,0,729.166687011719
"14201",1,1,24,1,5,NA,6,1,0,5771.974609375
"14203",1,0,21,1,13,NA,6,1,0,6586.21044921875
"14207",6,0,61,1,216,NA,7,1,0,NA
"14208",6,0,23,1,1,NA,7,1,0,NA
"14209",2,0,53,4,120,NA,5,1,0,2722.22216796875
"14210",2,0,30,1,11,NA,7,1,0,6174.63671875
"14213",2,1,35,1,144,NA,6,1,0,5404.03662109375
"14216",2,0,34,1,36,NA,7,1,0,7603.2099609375
"14217",2,0,38,1,12,NA,7,1,0,3888.88891601562
"14219",2,1,58,1,120,NA,3,1,0,4142.9501953125
"14220",2,1,27,1,2,NA,7,1,0,13827.1611328125
"14223",2,1,23,1,9,NA,6,1,0,4913.98876953125
"14224",2,0,25,1,5,NA,7,1,0,7354.1474609375
"14225",2,1,26,1,18,NA,6,1,0,9664.9150390625
"14226",2,0,26,1,42,NA,7,1,0,5804.73828125
"14233",1,1,38,1,4,NA,7,1,0,3860.50659179688
"14242",2,1,46,1,360,NA,6,1,0,3333.33325195312
"14243",2,0,42,1,12,NA,5,1,0,1555.55554199219
"14245",2,1,39,1,3,NA,7,1,0,20740.740234375
"14246",2,0,36,6,12,NA,7,1,0,13189.8154296875
"14252",4,1,41,1,120,NA,7,1,0,NA
"14253",4,0,38,1,46,NA,7,1,0,9770.8330078125
"14254",4,0,35,1,5,NA,7,1,0,11180.5556640625
"14255",4,1,39,1,5,NA,7,1,0,18472.22265625
"14257",4,0,59,1,12,NA,7,1,0,5833.33349609375
"14258",4,0,29,1,16,NA,7,1,0,12122.8974609375
"14260",2,1,56,1,240,NA,4,1,0,2916.66674804688
"14261",4,0,37,1,9,NA,7,1,0,55092.58984375
"14263",4,1,39,1,36,NA,7,1,0,21064.81640625
"14264",2,1,62,6,240,NA,6,1,0,1750
"14265",2,1,66,1,240,NA,6,1,0,2916.66674804688
"14268",2,0,48,1,264,NA,6,1,0,6084.49072265625
"14275",2,1,52,1,72,NA,6,1,0,14583.3330078125
"14278",3,0,40,1,120,NA,7,1,0,10850
"14280",3,0,35,1,120,NA,7,1,0,7607.255859375
"14286",2,1,24,1,12,NA,7,1,0,9916.6669921875
"14287",2,1,20,1,20,NA,7,1,0,4226.5078125
"14290",4,0,43,1,48,NA,7,1,0,27006.173828125
"14292",4,1,44,1,24,NA,7,1,0,16203.703125
"14293",2,0,27,1,0,NA,7,1,0,NA
"14294",2,0,23,1,0,NA,7,1,0,729.166687011719
"14295",2,0,24,2,0,NA,7,1,0,1166.66662597656
"14296",2,1,37,1,4,NA,3,1,0,4375
"14298",3,1,68,6,480,NA,6,1,0,4861.111328125
"14301",2,0,32,6,84,NA,7,1,0,5979.9765625
"14302",2,0,52,4,60,NA,4,1,0,888.888916015625
"14303",2,1,34,1,96,NA,7,1,0,5845.486328125
"14306",2,0,20,1,5,NA,6,1,0,4226.5078125
"14307",2,0,46,1,84,NA,4,1,0,5436.392578125
"14308",2,1,22,1,36,NA,6,1,0,4530.3271484375
"14309",3,1,26,1,24,NA,7,1,0,34270.83203125
"14314",3,1,31,1,24,NA,6,1,0,19444.4453125
"14316",2,1,26,1,48,NA,7,1,0,6086.66650390625
"14317",2,0,23,1,48,NA,7,1,0,6000
"14319",4,1,57,1,240,NA,7,1,0,18666.666015625
"14321",2,1,23,1,24,NA,7,1,0,4628.359375
"14323",2,0,27,1,12,NA,7,1,0,4676.16064453125
"14324",2,1,28,1,12,NA,6,1,0,14583.3330078125
"14326",3,1,30,1,24,NA,6,1,0,7432.638671875
"14328",3,0,36,1,120,NA,7,1,0,5833.33349609375
"14330",3,0,32,1,8,NA,7,1,0,NA
"14331",3,1,33,2,1,NA,6,1,0,4666.66650390625
"14333",2,1,32,1,18,NA,6,1,0,4477.6650390625
"14334",2,1,30,1,1,NA,3,1,0,2777.77783203125
"14335",2,1,35,1,18,NA,3,1,0,4226.5078125
"14338",4,0,46,1,24,NA,7,1,0,23333.333984375
"14341",3,0,59,1,4,NA,5,1,0,NA
"14342",3,0,35,1,4,NA,7,1,0,11666.6669921875
"14344",3,0,93,6,5,NA,5,1,0,NA
"14345",3,0,22,3,12,NA,7,1,0,6666.66650390625
"14346",3,1,56,1,240,NA,7,1,0,4525.3515625
"14347",3,0,37,1,14,NA,7,1,0,16041.6669921875
"14349",3,0,26,1,18,NA,7,1,0,6262.13671875
"14350",3,0,26,1,12,NA,7,1,0,9965.27734375
"14351",2,1,50,1,30,NA,4,1,0,3341.79809570312
"14352",3,0,53,1,48,NA,5,1,0,5833.33349609375
"14353",3,1,27,1,48,NA,6,1,0,4375
"14354",3,1,62,1,72,NA,3,1,0,2592.59252929688
"14355",3,0,59,1,60,NA,5,1,0,972.222229003906
"14356",2,1,29,1,60,NA,6,1,0,3333.33325195312
"14359",2,1,23,1,24,NA,6,1,0,1555.55554199219
"14361",2,1,50,1,240,NA,4,1,0,NA
"14362",2,1,22,6,12,NA,5,1,0,NA
"14363",2,0,35,1,2,NA,7,1,0,3797.7041015625
"14364",2,1,38,1,216,NA,4,1,0,5972.22265625
"14366",2,0,35,1,60,NA,7,1,0,3733.33325195312
"14368",2,1,25,1,1,NA,6,1,0,2430.5556640625
"14369",2,0,22,1,2,NA,6,1,0,4317.697265625
"14371",3,1,32,1,24,NA,7,1,0,17718.75
"14374",3,0,40,1,120,NA,6,1,0,3297.1015625
"14375",3,1,34,6,24,NA,5,1,0,6050.54052734375
"14376",3,0,18,1,7,NA,6,1,0,3333.33325195312
"14377",2,0,58,4,12,NA,4,1,0,2916.66674804688
"14378",2,1,60,1,12,NA,4,1,0,224.358978271484
"14379",2,0,47,1,36,NA,4,1,0,2800
"14381",2,1,49,1,24,NA,4,1,0,3500
"14383",3,1,35,1,120,NA,6,1,0,4665.2080078125
"14384",3,0,49,1,5,NA,3,1,0,3218.39086914062
"14386",2,0,36,1,24,NA,5,1,0,4375
"14391",2,0,37,1,12,NA,6,1,0,NA
"14392",2,1,19,1,36,NA,6,1,0,3797.7041015625
"14393",2,0,22,1,12,NA,7,1,0,8097.8974609375
"14396",2,1,54,1,120,NA,4,1,0,2187.5
"14400",1,1,29,1,12,NA,6,1,0,2722.22216796875
"14405",3,0,31,1,12,NA,6,1,0,5303.0302734375
"14406",3,1,42,1,96,NA,6,1,0,5266.20361328125
"14407",2,1,51,1,96,NA,4,1,0,3240.74072265625
"14410",4,1,47,1,180,NA,7,1,0,44236.11328125
"14411",4,0,45,1,168,NA,7,1,0,25277.779296875
"14418",3,1,32,1,96,NA,5,1,0,NA
"14419",4,1,40,1,72,NA,7,1,0,70000
"14424",1,0,35,1,72,NA,7,1,0,7121.52783203125
"14425",1,1,36,1,18,NA,6,1,0,7388.888671875
"14426",2,1,27,1,36,NA,6,1,0,4938.4130859375
"14427",2,1,20,1,14,NA,7,1,0,5063.65771484375
"14429",2,0,38,1,48,NA,5,1,0,4292.45263671875
"14431",2,1,18,1,1,NA,6,1,0,3181.81811523438
"14432",1,0,32,1,8,NA,7,1,0,15098.0390625
"14435",1,0,40,1,4,NA,4,1,0,5071.990234375
"14438",2,0,22,1,12,NA,6,1,0,4358.79638671875
"14440",1,1,26,1,24,NA,7,1,0,11852.4150390625
"14441",1,0,26,1,24,NA,7,1,0,5497.5732421875
"14443",1,1,25,1,24,NA,6,1,0,3888.88891601562
"14444",2,1,24,1,6,NA,6,1,0,2857.14282226562
"14445",2,0,18,1,6,NA,6,1,0,2916.66674804688
"14448",2,0,63,1,36,NA,7,1,0,11666.6669921875
"14449",2,1,24,1,9,NA,6,1,0,4050.92578125
"14450",2,0,24,1,42,NA,7,1,0,6222.22216796875
"14453",2,1,35,1,20,NA,5,1,0,3888.88891601562
"14454",2,0,44,1,7,NA,7,1,0,5600
"14456",2,1,36,1,36,NA,6,1,0,4022.98852539062
"14458",4,0,46,1,156,NA,7,1,0,NA
"14463",2,1,21,1,5,NA,7,1,0,6805.5556640625
"14464",2,0,22,1,0,NA,6,1,0,4226.5078125
"14466",2,1,22,1,0,NA,5,1,0,4375
"14467",2,0,22,1,3,NA,7,1,0,2333.33325195312
"14469",2,1,36,2,1,NA,6,1,0,2916.66674804688
"14472",6,0,50,2,0,NA,7,1,0,2916.66674804688
"14475",2,0,22,6,36,NA,7,1,0,6834.0087890625
"14478",5,1,32,1,96,NA,7,1,0,9916.6669921875
"14479",5,1,25,1,18,NA,7,1,0,20183.333984375
"14480",5,1,23,1,5,NA,7,1,0,17243.333984375
"14481",5,1,28,1,14,NA,7,1,0,11180.5556640625
"14482",5,1,25,1,1,NA,7,1,0,14583.3330078125
"14484",2,1,52,1,360,NA,5,1,0,NA
"14486",2,1,28,1,2,NA,6,1,0,3030.30297851562
"14487",2,0,24,1,9,NA,7,1,0,6410.56298828125
"14488",2,1,22,1,17,NA,7,1,0,9901.48828125
"14489",2,0,24,1,3,NA,7,1,0,5071.80908203125
"14491",2,0,47,4,14,NA,4,1,0,5185.18505859375
"14492",2,1,64,1,240,NA,4,1,0,9333.3330078125
"14494",3,0,37,1,36,NA,7,1,0,5833.33349609375
"14498",3,1,69,1,264,NA,7,1,0,NA
"14502",3,1,34,1,2,NA,7,1,0,4861.111328125
"14506",2,1,29,1,42,NA,5,1,0,5174.814453125
"14508",2,1,45,1,2,NA,5,1,0,5833.33349609375
"14509",2,1,25,1,2,NA,6,1,0,5833.33349609375
"14510",2,1,34,1,0,NA,3,1,0,5833.33349609375
"14512",3,1,43,1,6,NA,6,1,0,9916.6669921875
"14513",3,0,40,1,36,NA,7,1,0,9916.6669921875
"14518",2,0,20,1,12,NA,7,1,0,4525.3515625
"14520",2,1,22,1,30,NA,6,1,0,5833.33349609375
"14523",2,1,22,1,4,NA,6,1,0,5657.857421875
"14524",2,0,24,1,13,NA,6,1,0,5695.00732421875
"14525",2,1,55,1,240,NA,4,1,0,3240.74072265625
"14531",3,1,61,1,480,NA,4,1,0,4375
"14532",3,0,58,6,120,NA,7,1,0,31111.111328125
"14533",3,0,34,1,10,NA,7,1,0,11190.2783203125
"14534",3,0,53,1,12,NA,7,1,0,NA
"14537",2,0,50,6,120,NA,3,1,0,4096.5478515625
"14538",2,1,39,1,36,NA,4,1,0,4242.42431640625
"14539",2,0,22,1,5,NA,7,1,0,4557.2451171875
"14540",2,0,23,1,36,NA,7,1,0,5425.58154296875
"14543",3,0,54,1,36,NA,7,1,0,13671.875
"14546",2,0,63,4,120,NA,1,1,0,4666.66650390625
"14547",2,0,28,1,2,NA,6,1,0,4739.58349609375
"14548",2,1,25,1,48,NA,7,1,0,6221.62744140625
"14549",5,1,77,6,25,NA,7,1,0,NA
"14550",5,0,61,6,24,NA,7,1,0,NA
"14556",2,1,25,1,10,NA,7,1,0,9722.22265625
"14558",2,1,40,1,12,NA,6,1,0,6805.5556640625
"14564",2,0,22,4,1,NA,7,1,0,NA
"14565",2,1,24,1,3,NA,5,1,0,3037.22216796875
"14566",2,1,29,1,1,NA,7,1,0,2333.33325195312
"14570",3,1,64,1,204,NA,7,1,0,NA
"14571",3,0,62,4,204,NA,6,1,0,NA
"14573",3,1,36,1,96,NA,7,1,0,3240.74072265625
"14574",3,0,35,1,1,NA,7,1,0,3393.939453125
"14577",3,1,49,1,240,NA,7,1,0,5833.33349609375
"14579",5,1,52,1,9,NA,7,1,0,12016.6669921875
"14581",2,1,48,1,84,NA,6,1,0,9479.1669921875
"14582",2,0,43,1,36,NA,4,1,0,7468.4345703125
"14585",2,1,54,1,1,NA,5,1,0,NA
"14588",2,1,36,1,48,NA,6,1,0,6349.63671875
"14589",2,0,42,1,48,NA,6,1,0,5016.66650390625
"14590",2,1,47,1,1,NA,6,1,0,6643.5185546875
"14593",2,1,26,1,1,NA,4,1,0,3797.7041015625
"14594",2,0,28,1,0,NA,6,1,0,4226.5078125
"14595",2,1,29,1,3,NA,7,1,0,2065.97216796875
"14597",2,1,29,1,0,NA,6,1,0,NA
"14602",2,1,37,1,3,NA,1,1,0,5185.18505859375
"14603",2,0,28,1,3,NA,6,1,0,3358.5859375
"14606",2,1,34,1,36,NA,5,1,0,4641.7666015625
"14607",2,0,40,1,24,NA,6,1,0,3512.11962890625
"14608",2,1,34,1,2,NA,5,1,0,2898.1767578125
"14612",3,0,32,3,1,NA,7,1,0,11666.6669921875
"14613",3,0,37,1,1,NA,7,1,0,8750
"14614",3,1,40,1,26,NA,7,1,0,4645.859375
"14616",2,1,47,1,132,NA,7,1,0,6164.81884765625
"14617",2,0,45,1,46,NA,7,1,0,6168.6669921875
"14621",2,1,56,1,24,NA,4,1,0,1946.40771484375
"14626",2,0,52,4,120,NA,4,1,0,5185.18505859375
"14627",2,1,55,1,6,NA,3,1,0,3500
"14628",2,0,29,1,8,NA,7,1,0,6727.18310546875
"14629",2,1,29,1,1,NA,6,1,0,8750
"14632",2,0,60,4,36,NA,3,1,0,5444.4443359375
"14633",2,1,28,1,48,NA,1,1,0,5444.4443359375
"14634",5,1,55,1,360,NA,7,1,0,29166.666015625
"14635",5,0,49,1,276,NA,7,1,0,10062.5
"14636",5,1,23,1,2,NA,7,1,0,2916.66674804688
"14637",5,1,21,6,12,NA,7,1,0,10370.3701171875
"14638",2,0,36,1,48,NA,5,1,0,5033.87451171875
"14639",2,1,19,3,0,NA,7,1,0,1166.66662597656
"14640",2,0,56,1,36,NA,3,1,0,5250
"14643",2,1,32,1,240,NA,1,1,0,1633.33337402344
"14644",2,0,32,1,36,NA,4,1,0,2100
"14646",2,1,72,1,264,NA,3,1,0,1481.4814453125
"14649",2,0,55,4,96,NA,5,1,0,7466.66650390625
"14650",2,0,28,1,4,NA,6,1,0,6045.18603515625
"14652",2,1,23,1,6,NA,6,1,0,3189.47509765625
"14656",2,1,55,1,252,NA,4,1,0,5515.9560546875
"14660",2,0,34,1,1,NA,6,1,0,5065.27783203125
"14661",2,1,60,1,27,NA,7,1,0,9689.2197265625
"14665",2,1,54,1,24,NA,7,1,0,4666.66650390625
"14666",2,0,55,1,24,NA,6,1,0,1414.14135742188
"14667",2,0,28,1,48,NA,7,1,0,NA
"14668",1,1,65,1,2,NA,3,1,0,NA
"14669",1,0,56,4,2,NA,3,1,0,NA
"14671",1,1,26,1,60,NA,6,1,0,3791.66674804688
"14675",2,0,50,1,6,NA,4,1,0,5484.35888671875
"14679",2,0,20,1,48,NA,7,1,0,4537.037109375
"14680",2,0,39,4,24,NA,6,1,0,2222.22216796875
"14682",3,1,50,1,360,NA,3,1,0,2600
"14683",2,0,44,1,5,NA,7,1,0,9916.6669921875
"14687",2,0,29,1,2,NA,7,1,0,4226.5126953125
"14690",3,0,29,1,60,NA,7,1,0,4817.01806640625
"14691",1,1,53,1,144,NA,5,1,0,4666.66650390625
"14692",1,1,66,1,260,NA,3,1,0,4117.64697265625
"14693",1,0,68,1,120,NA,5,1,0,2456.14038085938
"14694",1,1,47,1,240,NA,5,1,0,4861.111328125
"14695",2,1,41,1,48,NA,5,1,0,5833.33349609375
"14696",3,0,64,6,7,NA,6,1,0,6406.91357421875
"14698",1,1,28,1,24,NA,6,1,0,3888.88891601562
"14704",1,0,46,1,36,NA,5,1,0,3791.66674804688
"14705",1,0,28,1,3,NA,7,1,0,6985.41650390625
"14706",5,0,39,1,4,NA,7,1,0,10078.7041015625
"14707",5,1,33,1,24,NA,7,1,0,16333.3330078125
"14708",5,0,32,4,24,NA,7,1,0,1633.33337402344
"14710",2,1,32,1,7,NA,7,1,0,3111.11108398438
"14712",2,0,30,1,8,NA,7,1,0,NA
"14714",1,1,28,1,16,NA,7,1,0,12590.27734375
"14715",1,1,26,6,12,NA,7,1,0,8206.5810546875
"14717",3,0,26,1,5,NA,6,1,0,4514.12353515625
"14718",4,1,39,1,7,NA,7,1,0,24716.048828125
"14719",4,0,45,1,30,NA,7,1,0,19549.173828125
"14721",5,1,64,1,240,NA,7,1,0,NA
"14722",5,0,60,1,360,NA,7,1,0,NA
"14723",5,0,25,6,12,NA,7,1,0,NA
"14729",4,0,48,1,168,NA,7,1,0,15555.5556640625
"14730",4,0,63,1,4,NA,7,1,0,11030.302734375
"14732",2,1,29,1,1,NA,7,1,0,3190.92309570312
"14733",2,0,28,1,1,NA,7,1,0,2777.77783203125
"14734",2,1,28,1,1,NA,7,1,0,4271.9443359375
"14735",3,1,25,1,36,NA,6,1,0,6347.2060546875
"14739",1,1,36,1,18,NA,7,1,0,4469.60205078125
"14740",1,0,35,1,3,NA,7,1,0,6611.111328125
"14742",1,1,63,1,480,NA,5,1,0,9722.22265625
"14743",1,0,63,1,168,NA,4,1,0,4050.92578125
"14744",1,0,29,1,2,NA,7,1,0,3111.11108398438
"14747",3,1,49,1,5,NA,5,1,0,9138.888671875
"14748",3,0,38,1,30,NA,5,1,0,5732.22216796875
"14749",3,0,53,6,6,NA,5,1,0,2592.59252929688
"14753",1,1,57,1,30,NA,3,1,0,1633.33337402344
"14755",1,1,36,1,3,NA,5,1,0,2625
"14758",3,0,42,1,3,NA,7,1,0,9622.78515625
"14762",3,0,33,1,8,NA,7,1,0,9615.27734375
"14764",5,0,40,1,204,NA,7,1,0,NA
"14767",4,1,54,1,132,NA,7,1,0,NA
"14773",2,1,25,1,6,NA,6,1,0,6178.47216796875
"14776",3,0,46,1,14,NA,7,1,0,4851.970703125
"14781",3,1,23,3,60,NA,7,1,0,2916.66674804688
"14782",3,0,25,1,12,NA,6,1,0,4484.33740234375
"14783",3,1,47,1,60,NA,6,1,0,3038.16333007812
"14784",3,0,45,1,298,NA,6,1,0,4856.7900390625
"14791",1,1,41,1,24,NA,6,1,0,6805.5556640625
"14792",1,0,36,1,60,NA,7,1,0,8568.734375
"14796",3,0,48,1,48,NA,4,1,0,3240.74072265625
"14797",3,1,18,6,11,NA,7,1,0,20416.666015625
"14798",1,0,47,1,120,NA,6,1,0,6718.05517578125
"14799",1,0,26,1,1,NA,6,1,0,5180
"14800",1,1,22,1,3,NA,6,1,0,4375
"14803",3,0,32,1,12,NA,7,1,0,4523.03564453125
"14804",3,0,28,1,7,NA,7,1,0,4226.5078125
"14806",3,0,23,1,5,NA,6,1,0,4375
